,BIC,AIC,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,139610.24252192708,139315.45556016924,0.5390354,2,0.30925295798806474,0.017081568887943183,0.04307347949283892,0.024253509340373586
1,132561.73710476558,132116.28125144262,0.16992886,3,0.2977310419664718,0.047317116167568826,0.033455668523587855,0.03895937168561068
2,127650.55263546603,127054.42789057796,0.18332753,4,0.24696645798394457,0.05875948533329671,0.02976669591441034,0.039226165046524146
3,124748.32731474942,124001.53367829625,0.14791043,5,0.5426736660301685,0.06820882616407818,0.028997502889421264,0.04035276256418465
4,122339.62121939979,121442.15869138151,0.1786113,6,0.8315127919777296,0.06405107584247278,0.026423787869589616,0.03699305984978579
5,119988.77479177096,118940.64337218757,0.14928202,7,0.8283397920313291,0.07561297410050519,0.02769504921174294,0.04007979497230589
6,118475.50981564133,117276.70950449281,0.1481088,8,1.3101815409609117,0.08589388518041975,0.029631510374012373,0.04354895936078788
7,116728.75469314051,115379.28549042689,0.13324142,9,0.9541815830161795,0.08111636432543869,0.025635153745220712,0.03840625113383764
8,115413.40598047833,113913.2678861996,0.120067894,10,1.2188441249891184,0.11137835170645816,0.03281061380253107,0.05010775749768321
9,114467.9754513968,112817.16846555294,0.13210763,11,1.1180343329906464,0.1179858863725311,0.033481061083747425,0.051533772058944355
10,113376.80756897594,111575.33169156699,0.12731346,12,2.6701244169962592,0.11893401769592576,0.03211603059237203,0.04991111275275505
11,112591.30701040516,110639.16224143108,0.13151145,13,1.6538377920514904,0.11323368227538518,0.02966803038541659,0.046307100079622486
12,112151.09189665227,110048.27823611308,0.11637772,14,1.9259378329734318,0.11716367851821581,0.03068043472713554,0.047858161864068
13,110989.60346260724,108736.12091050294,0.09948955,15,2.0516135829966515,0.13301784175622894,0.03287517537636425,0.05193429045590171
14,110588.82002802652,108184.6685843571,0.11855578,16,1.9270407499861903,0.1348113048067545,0.03274315046438541,0.051858044787607645
15,109878.17856875077,107323.35823351624,0.095044084,17,2.734363084018696,0.13311628737265824,0.03117264062344759,0.049653170381280656
16,109511.89717090828,106806.40794410865,0.093421444,18,1.5441230419673957,0.12919775937178288,0.030250039904809598,0.04810295330132503
17,108846.89613908717,105990.73802072242,0.1009259,19,1.8348063330049627,0.12392966785556223,0.028583964292312695,0.045489381388634884
18,108545.51242034434,105538.68541041447,0.094090365,20,2.258895125007257,0.12916535539670615,0.029365229043242798,0.04684677292395507
19,108092.78361253743,104935.28771104245,0.09178165,21,1.6434289579628967,0.1382302480985862,0.030540589489392225,0.04899738525993901
20,107429.02328328998,104120.85849022989,0.0872544,22,1.7555866250186227,0.1387709530003935,0.029910964275070513,0.0481530357198949
21,107197.197343702,103738.3636590768,0.09319973,23,1.6892648750217631,0.146876600711449,0.032144465924712595,0.05162229535764161
22,106714.28678598347,103104.78420979314,0.09429711,24,2.0468883750145324,0.13823590088661153,0.02925118204870852,0.04713850076462997
23,106751.88634099104,102991.71487323561,0.09509089,25,2.040760208037682,0.14051320959047678,0.02945005199791768,0.04750754469689921
24,106089.6060671388,102178.76570781825,0.09766055,26,2.0709555840003304,0.14092108449315985,0.02895363971870006,0.04682069455437534
25,105959.98267774947,101898.47342686381,0.08963508,27,2.3310454160091467,0.1418522802612609,0.028995245350917145,0.046888472994358436
26,105775.33636032171,101563.15821787095,0.088001244,28,2.1078242079820484,0.14093851382188546,0.028369615318353875,0.04593805810094398
27,105561.3418806649,101198.49484664902,0.095973566,29,2.1012814579880796,0.1473055720956895,0.029766118781702357,0.04816841138346604
