,BIC,AIC,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,70230.98405670194,70048.44936804508,0.341733167032662,2,0.153566624969244,0.8063804917732602,0.8066387326894524,0.8064746816569492
1,-21813.043640552816,-22089.992823342534,0.22947562043335573,3,0.25060808297712356,0.6716995589458394,0.4278239188941215,0.5225817469839613
2,-59579.74638452436,-59951.11006144694,0.2622191258120774,4,0.3297891670372337,0.5964447473126676,0.315700465943081,0.41264814866530947
3,-91568.91699332935,-92034.69516438479,0.25618022194307055,5,0.2925538329873234,0.5597242148407419,0.25529698958268965,0.35036190552813234
4,-105002.30843642238,-105562.50110161067,0.21753912059494915,6,0.42176666704472154,0.6265941494958476,0.26432899682336086,0.37147317259581886
5,-122289.86495890799,-122944.47211822914,0.24079627960533836,7,0.6144077500212006,0.6410558847514619,0.25092687268328273,0.36028550201066306
6,-118109.43326823415,-118858.45492168816,0.2765840247426693,8,0.24609470897121355,0.6784624455621694,0.2589747355910207,0.3744246720968608
7,-126591.7260044524,-127435.16215203927,0.2538705687786943,9,0.21311495796544477,0.676033395092346,0.22857570832521323,0.3411578658426519
8,-137123.62829244646,-138061.4789341662,0.29321651993143016,10,0.5719669579993933,0.7302052637997365,0.2553877015675928,0.3778984997524245
9,-153699.9578525657,-154732.2229884183,0.2916423248414739,11,0.8115414580097422,0.6913694388151671,0.22909449756158287,0.34355964071154593
10,-145558.38120923607,-146685.06083922152,0.3138168485808198,12,0.48496849997900426,0.7772312427377799,0.2581937500727193,0.38701277205630097
11,-156095.5827755901,-157316.6768997084,0.30051591383167026,13,0.6866766249877401,0.7770872303373293,0.24639642646991727,0.3735017046153811
12,-159001.16502857025,-160316.6736468214,0.2780802153949605,14,0.699746041034814,0.7443780305724006,0.23343460941905933,0.35468795741441717
13,-167481.04988515275,-168890.97299753677,0.27415504932831664,15,0.9032802080037072,0.7809584915989404,0.23545375449030295,0.3610709351077797
14,-164191.0874819714,-165695.42508848826,0.25385056440063924,16,0.7687965420191176,0.7573180752665034,0.21884839151287014,0.33876259685800114
15,-169063.7243475441,-170662.47644819383,0.28200259363070235,17,0.8212672079680488,0.8031461872339214,0.24436826010225496,0.3738681370141351
16,-169564.8944335739,-171258.0610283565,0.26724447869985624,18,0.7482682919944637,0.8258220263259709,0.2214643426351061,0.3484167956509737
17,-168770.88819279667,-170558.46928171214,0.26267400002438746,19,0.5796024579904042,0.8135827635881007,0.22008585262773725,0.34554216563855905
18,-171110.98396717367,-172992.979550222,0.29243843899151545,20,0.49036829196847975,0.8183950697923951,0.22236447399584472,0.34880077190425846
19,-176913.824391388,-178890.2344685692,0.2591793995828871,21,0.718529874982778,0.8221240150775878,0.21885656791367336,0.34468855424561445
20,-173416.2033128262,-175487.02788414023,0.2362743658851012,22,0.6624075419967994,0.8116541124270591,0.20108426532654025,0.32128971907454745
21,-179629.42698767956,-181794.66605312645,0.27947942450530644,23,0.4996842499822378,0.8272254465324056,0.21154075513394904,0.3358421058042152
22,-179834.78650678066,-182094.4400663604,0.2421011752242219,24,0.9296079580090009,0.8285617508275117,0.20869116953971278,0.33228455424168507
23,-179616.5565535393,-181970.6246072519,0.2300553015240227,25,0.8288093339651823,0.8267430774272487,0.20731192264390155,0.33032620106860366
24,-180018.52342456143,-182467.00597240689,0.23320769916233353,26,0.6386693329550326,0.8280072527702648,0.20086016041737448,0.3220744317514136
25,-181749.29738649243,-184292.19442847074,0.25462259141265775,27,0.787691583042033,0.8312981941058839,0.2048251274209053,0.32746073018382293
26,-184530.23629363027,-187167.54782974144,0.225428609466837,28,1.6833717079716735,0.8445904082960043,0.19880501859262342,0.32056676349294305
27,-182479.29118243733,-185211.01721268136,0.2768210106576455,29,1.0846067920210771,0.85106351757507,0.19860454805728234,0.320737992102516
