,BIC,AIC,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,99444.5037794142,99261.96909075734,0.3806978804793114,2,0.1806240000296384,0.7613451540874334,0.7643410829788309,0.7627973109387217
1,79462.04749471744,79185.09831192772,0.2428272939355355,3,0.3606032079551369,0.282614285005343,0.2173940950642586,0.24551383801544188
2,73348.7162056849,72977.35252876233,0.21282474691173592,4,0.27603583299787715,0.4748357996708827,0.2482462548088345,0.3257876921446891
3,70137.44818003588,69671.67000898044,0.1366053877112667,5,0.29667783295735717,0.4770000956427384,0.22574444845115935,0.3061341135029557
4,68149.16382322194,67588.97115803364,0.18150852286199423,6,0.7856361250160262,0.5030897906299379,0.19999865856677027,0.2858485425291961
5,64924.19846467779,64269.59130535664,0.10936671329389826,7,0.5871909169945866,0.5053020443033787,0.18330767266812162,0.268600786339044
6,65019.07727943334,64270.05562597933,0.20807728504834105,8,0.42293175001395866,0.5861765990766306,0.2100567283393655,0.3088210223839258
7,63944.56625969558,63101.13011210871,0.2249329444874455,9,0.38413525000214577,0.6119214149420931,0.21045140560463024,0.31268219992617635
8,60344.669871587765,59406.81922986804,0.18911679428183198,10,0.9726257910369895,0.6670187630871587,0.20767852435132633,0.3162114818168492
9,58909.60493248479,57877.33979663221,0.18293242893894726,11,0.5569287920370698,0.6474082685715473,0.19633042605710296,0.3007043037304227
10,57920.00175391568,56793.32212393024,0.20436134928509508,12,1.055284166999627,0.6348050228717668,0.18907655152476538,0.29072183890978587
11,56275.94122396575,55054.847099847444,0.2781288103641799,13,1.231085916981101,0.759944790191379,0.21833357609955964,0.33857083851714953
12,55005.0258943754,53689.517276124236,0.2575911052031838,14,0.9370177090167999,0.7469421388838382,0.20817597304407087,0.3249130657624084
13,53093.37096468319,51683.44785229917,0.25838972871627675,15,0.8376409999909811,0.7197654415688332,0.1938065120574934,0.3046376268479263
14,53195.51394804655,51691.176341529674,0.2806154315226537,16,0.9681739170337096,0.7512051192097989,0.19991971731560648,0.3150147236205306
15,52268.29615816896,50669.54405751922,0.30069830483596555,17,1.2077921660384163,0.7600571404751051,0.19559982298146442,0.3103135263887121
16,50804.91101263666,49111.74441785406,0.32242749020386646,18,0.7029121249797754,0.7868840519306612,0.19664143512277577,0.31380815812793805
17,48899.737228202284,47112.15613928683,0.30874297936823053,19,0.8196699160034768,0.787298112440185,0.19197672968946358,0.3077995856470892
18,48897.49034820302,47015.494765154705,0.32490688835034637,20,0.9397452499833889,0.8264771300957479,0.1998476601101494,0.320956822454965
19,46486.93694153407,44510.5268643529,0.3194248694892073,21,1.0530661250231788,0.7999620299641315,0.18812698525691685,0.30365750768604255
20,47148.849522537326,45078.0249512233,0.34026944713307233,22,0.9151693340390921,0.8136005297348905,0.19247080327310997,0.3102952179827997
21,45226.80897082657,43061.56990537968,0.3385165289344721,23,1.088799791992642,0.8046547959715173,0.18278941509079494,0.2968686745794004
22,45925.01696255513,43665.36340297538,0.32253477513394513,24,1.1347114169620909,0.8330496693604975,0.1908455135785638,0.3094744786528715
23,44251.69248351894,41897.62442980634,0.3515861046181653,25,1.4349047919968143,0.8341513652034979,0.18684396898864522,0.3041951401379061
24,43140.253556082454,40691.77100823699,0.36361113006512435,26,1.4463133329991251,0.8303362039639842,0.1847719856832801,0.3011261207385952
25,42842.06512005334,40299.16807807502,0.3467719496400132,27,1.5248877090052702,0.8255687155583962,0.1833684408224041,0.2988831882166367
26,42172.466650767485,39535.1551146563,0.36244674879950606,28,1.3254241669783369,0.8490360434253201,0.18485314306959494,0.3023841772636145
27,42067.40555650601,39335.67952626197,0.3534801088553902,29,1.526604207989294,0.8725606837854352,0.190822074275912,0.3119049060740388
