,Squared_error,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,18010.787797613204,0.3419737900222753,2,0.23507170897210017,0.7945967782144594,0.7945942001815054,0.7945584357303933
1,15383.426999278769,0.3526473601230194,3,0.07962887495523319,0.6806642678521193,0.4717232303306054,0.5571212191662912
2,13915.956632252484,0.2836084109080698,4,0.08368870901176706,0.6760254835307373,0.35963868661230247,0.4693058169562082
3,12460.442717897855,0.29572847986152184,5,0.1237973750103265,0.778623562146028,0.3850873247939756,0.5150819393579676
4,11531.153989067425,0.2904725269145616,6,0.1103228330030106,0.7722117233979399,0.33726335164604904,0.46918967886510043
5,10717.461652818547,0.21360219806298286,7,0.5584854580229148,0.7690762267874001,0.28487170297279824,0.41540512723747314
6,10229.058102175726,0.24228793947864358,8,0.14359854202484712,0.826179122244372,0.2920437184407361,0.43116711816936754
7,9549.057368973234,0.22926227979237007,9,0.4499440409708768,0.8078284591289735,0.2602877693704723,0.3932901126385225
8,8806.752450771717,0.2425034248970367,10,0.2343454579822719,0.8239812977198145,0.25497565147816964,0.38897190943944343
9,8484.734252766826,0.26033847224111445,11,0.12344437499996275,0.8268976672997471,0.24829370421523278,0.3813945393971922
10,8106.30364835448,0.2616533851626978,12,0.210587875044439,0.8367185123223995,0.23911714969390999,0.37138588373865317
11,7588.728014031195,0.26101034260091627,13,0.1598342499928549,0.8408798758114211,0.23015236210771212,0.3607951240759646
12,7453.587559749329,0.27185069376411763,14,0.374082374968566,0.8280925644074747,0.2221975776217233,0.3497334425331167
13,6998.592460110307,0.27831662559596243,15,0.1460142089636065,0.8400112375300193,0.2229757670726665,0.3517190781934246
14,6782.821004216705,0.2759024951826904,16,0.252570333017502,0.83676642496902,0.21598742070279012,0.3426175642833401
15,6527.767283927655,0.2799740545457769,17,0.22495258296839893,0.8306439924509768,0.2080737948095233,0.3320117767961458
16,6197.989451572764,0.2913380354423203,18,0.19293850002577528,0.8337639985160994,0.2053964569766968,0.3287815250824309
17,6142.701941964237,0.29712023244288865,19,0.1538210419821553,0.8309771319551511,0.2007219176579857,0.3224829771300579
18,5825.775751354431,0.30084189828138175,20,0.1970987920067273,0.8295917227834266,0.1951226033360078,0.31503983470923
19,5652.285677853114,0.3061608551215007,21,0.2159369169967249,0.8232116088287988,0.19177685670923614,0.31014007483274947
20,5502.5607090313515,0.30119706950273767,22,0.4426862089894712,0.8307739727607649,0.189266558688748,0.3073206553884325
21,5434.4578697864345,0.2976133768861729,23,0.1832036250270903,0.8278445767984451,0.18932261052941957,0.307142171502225
22,5253.022504189666,0.3058388180276573,24,0.298870500002522,0.8352419108752057,0.18756277636272575,0.30527405803249946
23,5146.451971891605,0.29631409547122367,25,0.24504616600461304,0.8202929126152875,0.1806206004658513,0.29494788260995475
24,4906.889915844826,0.31939557033765675,26,0.5720262919785455,0.8311374290732979,0.1827021386756753,0.2984107262739575
25,4890.764768877849,0.3069182493380303,27,0.21301841700915247,0.8184832423711287,0.17679425129880957,0.2895914329949368
26,4736.925498098699,0.3153922993443146,28,0.19021104200510308,0.8287716416197064,0.17782664824567518,0.29159931228465985
27,4627.7893262880625,0.3195519501401019,29,0.35710029100300744,0.8370352063722414,0.17942584596664227,0.2942426339240122
