,Squared_error,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,66946.484375,0.5996043,2,0.03772683395072818,0.01471676914399609,0.04298246380568953,0.02170845669101802
1,49918.328125,0.28774232,3,0.09581570798764005,0.05118242633022264,0.03902990540728657,0.044040650429147815
2,45585.6953125,0.20755933,4,0.13518383301561698,0.05203381110346178,0.026909919225263212,0.03517947901232723
3,42615.3828125,0.21736597,5,0.14372712501790375,0.051767761904573106,0.025408026701853707,0.03370589370484324
4,39737.71484375,0.1977708,6,0.16432737500872463,0.08141732885526877,0.0334710542745847,0.047024685070997746
5,37721.078125,0.17281286,7,0.20395854103844613,0.07245802303168826,0.02627028412663147,0.038101394312633964
6,35767.4921875,0.1770618,8,0.16513020900310948,0.07426314981443005,0.026675354276078922,0.038717465710526006
7,34141.03125,0.17491387,9,0.21352824999485165,0.10272422808818446,0.0340202882982517,0.050545343107823056
8,32609.78515625,0.1571255,10,0.15568408399121836,0.09169232313115477,0.02960065061512763,0.044123137967346224
9,31001.740234375,0.16913724,11,0.17424579098587856,0.10890895320502361,0.03340299837472826,0.050456445969538376
10,29878.88671875,0.15744767,12,0.213129082985688,0.10928203071408843,0.031383788644582473,0.0480625703767779
11,28913.34765625,0.15719853,13,0.19606120802927762,0.10770958947106925,0.0294492833422808,0.04551482551196344
12,27968.53125,0.15920494,14,0.18726149998838082,0.11195701748390234,0.03035341893202193,0.0469658515854845
13,27227.298828125,0.15527569,15,0.24607787502463907,0.104674491804835,0.027333923789504784,0.04251566971295036
14,26565.78515625,0.15499084,16,0.21631412499118596,0.10943633695199365,0.027681339859869647,0.043316944674041964
15,26009.98828125,0.1526698,17,0.23368883301736787,0.10268706129130269,0.025102369615712973,0.03943759176829051
16,25463.2265625,0.15134558,18,0.2615388330304995,0.10669977300335456,0.025614240544487018,0.040364444130354664
17,24994.615234375,0.1568827,19,0.18852637498639524,0.1159227485659573,0.027821033096733155,0.04386143668295542
18,24435.970703125,0.1541522,20,0.21427441702689976,0.11519917142142073,0.02697348094861454,0.04266506399270554
19,24039.0390625,0.15264374,21,0.2178143750061281,0.11956516499559974,0.02727997200163371,0.04334886022784865
20,23583.19921875,0.14923853,22,0.2920079159666784,0.1243856327659512,0.027764896119815547,0.044289438203213974
21,23309.283203125,0.1482861,23,0.24429733300348744,0.12964443162182512,0.027897424665101884,0.04479907332138937
22,22880.94921875,0.14269891,24,0.22724329197080806,0.12810233156094894,0.027845361843364922,0.04456088796436448
23,22585.203125,0.14300528,25,0.22603691602125764,0.13175595746533572,0.028170141739055708,0.0451966876737583
24,22325.689453125,0.14909971,26,0.25002349994610995,0.12965047688750178,0.02710344471359904,0.043583820044455254
25,21946.595703125,0.14516668,27,0.25532637495780364,0.1378310842882335,0.02846269932899444,0.04590709342996492
26,21658.28125,0.14481607,28,0.2906597079709172,0.13724355269551206,0.027988071799081377,0.04517627702142106
27,21213.19921875,0.14752889,29,0.26929487503366545,0.1293867765703207,0.026206002779063705,0.042220391472229446
