,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,1,1,2,3,5,4,0,6,0,1,10,8,14,6,8,4,12,16,4,4,5,1,13,12,5,7,7
1,1,0,2,0,4,0,3,4,8,1,3,8,13,11,2,2,2,9,12,15,13,9,17,9,10,9,15,19
2,1,0,3,4,2,3,2,5,1,4,8,11,6,10,11,11,3,7,8,10,3,1,22,14,7,8,6,17
3,1,0,3,4,2,3,2,5,1,4,8,0,2,2,3,3,15,17,8,5,16,1,9,18,7,0,6,1
4,0,2,0,3,5,4,7,2,5,3,7,7,10,0,5,13,1,14,11,1,0,3,13,15,22,6,1,20
5,0,1,1,2,1,2,5,3,7,7,6,6,9,1,0,5,0,10,14,9,1,11,18,6,0,11,23,25
6,0,1,1,2,1,6,0,8,2,5,9,2,12,4,7,16,16,5,5,0,5,2,7,23,8,17,0,6
7,1,0,2,0,4,0,3,4,4,10,3,3,4,3,8,10,9,4,3,3,2,4,21,3,4,3,21,16
8,0,1,1,2,3,5,6,0,0,2,10,12,5,13,13,6,17,12,16,4,4,5,1,16,20,19,27,0
9,0,2,0,3,5,4,7,7,3,8,0,4,3,12,4,14,13,18,10,7,20,16,19,19,14,16,11,23
10,1,0,3,4,2,3,2,5,1,4,8,11,6,10,11,7,8,1,8,5,16,1,9,18,13,0,6,1
11,0,1,1,2,1,6,0,8,2,5,9,2,0,6,10,12,7,13,17,14,21,18,3,20,15,25,24,13
12,1,0,3,4,2,3,2,5,1,4,8,11,6,10,11,7,8,1,8,5,16,10,9,18,13,0,22,10
13,0,1,1,2,1,2,5,3,7,7,1,10,12,4,0,5,0,10,14,0,1,2,7,6,0,17,0,6
14,0,2,0,1,0,1,1,6,9,3,7,7,10,0,5,13,1,6,11,1,0,15,13,0,22,6,1,20
15,1,0,3,4,2,3,2,5,1,4,8,11,6,10,11,7,8,1,8,5,16,1,9,18,13,0,6,1
16,0,1,1,2,1,6,0,8,2,5,9,2,0,6,10,12,7,13,17,14,21,18,3,20,15,25,24,13
17,0,2,0,3,5,4,7,2,5,3,7,7,10,0,5,13,1,6,11,1,0,15,13,15,22,6,1,20
18,0,2,0,3,5,4,7,7,3,8,0,4,3,12,4,14,13,18,10,7,20,16,19,19,14,16,11,23
19,0,1,1,2,3,5,4,0,6,0,5,12,5,13,13,6,17,12,16,20,4,12,20,16,20,5,16,15
20,0,1,1,2,1,2,5,3,7,7,6,6,9,1,9,0,7,3,17,14,21,18,3,20,15,25,24,13
21,0,1,1,2,1,2,5,3,7,7,6,6,9,1,9,5,0,10,14,9,1,11,18,6,0,11,23,25
22,0,1,1,1,3,5,6,0,0,2,10,5,11,5,14,15,10,8,18,13,18,8,6,4,3,1,20,9
23,1,0,3,4,2,3,2,1,1,4,2,0,2,2,3,3,15,17,2,16,8,13,16,2,19,15,10,24
24,1,0,2,0,4,0,3,4,4,10,3,3,4,3,8,10,9,4,3,3,2,4,21,3,4,3,21,16
25,0,2,0,3,5,4,7,2,5,3,7,7,10,9,12,9,5,2,15,12,14,20,2,24,1,24,26,12
