,BIC,AIC,sil_score,Cluster,time,homogeneity,Completeness,Adj_Mutual_info
0,129680.08847182797,129463.9113665389,0.48450568,2,0.13859004096593708,0.018334975012960116,0.035742285467390736,0.02404435935018994
1,125521.96715244005,125194.42608382023,0.2503739,3,0.16687533300137147,0.045271251389002745,0.032763565004268545,0.03777385909235304
2,124465.44524656801,124026.54021461746,0.14658403,4,0.19709258404327556,0.08714841364639705,0.04384526185539746,0.05805709198402077
3,123337.09791134804,122786.82891606676,0.16668683,5,0.27961120795225725,0.05385316576693416,0.02566939103021366,0.034394549146466336
4,122458.18580503522,121796.5528464232,0.16325468,6,0.27501529100118205,0.07957416237111332,0.03241263284629883,0.04565025687269672
5,121151.94095360901,120378.94403166625,0.085239224,7,1.1343063329695724,0.08494177935109065,0.031203990061985612,0.04518164478140346
6,120773.25084357528,119888.88995830179,0.126605,8,0.9091581249958836,0.08494275018013589,0.029914245221698558,0.043725418663748766
7,120201.1121886315,119205.38734002727,0.109139405,9,0.9505316670401953,0.09191371894463009,0.028618492333179736,0.0431040944480625
8,119678.59052573932,118571.50171380436,0.096265174,10,0.7785027080099098,0.09617600010852696,0.028323629315066268,0.04317486672329133
9,119362.09063345924,118143.63785819354,0.09141844,11,1.3149001250276342,0.09445551049114292,0.027406457102538445,0.041841654960482234
10,118931.0912754711,117601.27453687467,0.113242276,12,0.9217275410192087,0.09129795607551813,0.026728257331231128,0.040635472828433564
11,118674.29777245632,117233.11707052916,0.09537804,13,0.9905146670062095,0.09679376928906343,0.02723354308393935,0.041749829019384156
12,118450.97163465955,116898.42696940165,0.092128,14,1.3097206659731455,0.09938791616214435,0.02702438527429763,0.0416962672804221
13,118083.89735531517,116419.98872672653,0.08998169,15,1.1272595829796046,0.09299641645693146,0.02453162887150079,0.037980051957271284
14,117827.7744392734,116052.50184735403,0.082548216,16,2.502707207982894,0.10513917160511058,0.027018941012627203,0.04211010679221199
15,117286.99270951145,115400.35615426135,0.072843,17,2.0800794580136426,0.09138497821718362,0.02327948107965479,0.03616704070870407
16,116959.21057585228,114961.21005727144,0.069775224,18,2.549570874951314,0.116974102966839,0.02898347783319483,0.04548947933883356
17,116843.85846909559,114734.493987184,0.0641596,19,3.4017994590103626,0.11763323631426599,0.02895986964531781,0.045458751541810574
18,116725.32760535662,114504.5991601143,0.08272204,20,1.5941028749803081,0.11461583645860028,0.026734331864847558,0.04232368878176621
19,116551.8321184419,114219.73970986885,0.0892507,21,2.00876562501071,0.10619818893301902,0.02406069606973477,0.03816713109127631
20,115919.54962824576,113476.09325634196,0.07462515,22,2.2375089160050265,0.10478924639740284,0.023684935887287234,0.03751916898378311
21,116284.16468856993,113729.3443533354,0.07130046,23,2.483636041986756,0.1230613050193826,0.026983512964895782,0.043127468453749825
22,115891.33473155712,113225.15043299185,0.06753651,24,1.69432741595665,0.12179860063213885,0.026192664107262346,0.04194426460558459
23,116105.33631466734,113327.78805277134,0.07128424,25,2.4592609999817796,0.1185014768400921,0.02578235095392062,0.04111041730265541
24,115677.47515080188,112788.56292557516,0.057219993,26,3.0413727089762688,0.11560027580636736,0.02490405796241139,0.03969184682060686
25,115572.57732231444,112572.30113375696,0.09252122,27,3.1807678330224007,0.11885511390726075,0.02450658792953717,0.03935402110302319
26,115589.32120182765,112477.68104993945,0.07703305,28,2.617730791971553,0.12488408949056248,0.02628301274074094,0.04207651935030353
27,115436.11591458139,112213.11179936245,0.07902897,29,2.5538369590067305,0.13080824402697022,0.02700723762124263,0.04338702097642832
