,0,1,2,3,4,5,6,7,8,9,10,11
15,-1.7603295,-2.4356804,-1.4725976,3.950248,-0.45594937,-0.12743062,-0.20993212,-0.03290521,1.3266418,-0.23765673,0.51336586,0.7674808
16,-1.5224885,-1.9622035,-1.4200747,4.046447,-0.057959612,0.1201223,-0.14946824,0.02305366,1.7149144,1.9002857,-0.14508763,0.9054828
17,-0.9691512,-3.688664,-1.4305186,4.0113664,0.14115858,-0.53095585,-0.19970407,1.2466784,1.7562087,0.45209527,0.046219826,-0.635789
18,-1.5224885,-1.9622035,-1.4200747,4.046447,-0.057959612,0.1201223,-0.14946824,0.02305366,1.7149144,1.9002857,-0.14508763,0.9054828
19,-0.9691512,-3.688664,-1.4305186,4.0113664,0.14115858,-0.53095585,-0.19970407,1.2466784,1.7562087,0.45209527,0.046219826,-0.635789
20,-1.0671214,-2.6249588,-1.3041736,4.0367937,-0.44389275,0.41467074,-0.6354646,-0.3084657,0.6141902,0.12363616,0.004280073,0.15726951
21,0.1158016,-0.3680937,-0.5373965,4.085203,0.25907716,0.47246855,0.5538193,-0.40354383,-0.9171399,1.0128824,-0.29198185,1.1199203
22,-1.2842655,0.06275532,-2.4459865,3.9690456,0.2018312,-0.6761392,0.23248865,0.10235105,1.5563364,0.620128,0.16409896,-1.1079639
23,0.90683997,0.011736405,-2.0624914,3.9806476,0.5683253,0.29387337,1.2615747,-0.74407923,1.5326002,-0.51097125,-0.6258881,0.8754276
24,0.90683997,0.011736405,-2.0624914,3.9806476,0.5683253,0.29387337,1.2615747,-0.74407923,1.5326002,-0.51097125,-0.6258881,0.8754276
25,0.40428752,-1.1978074,-3.3268018,3.7054107,0.62312907,0.4765541,0.47209877,1.9535197,2.435923,-0.4859231,1.7251455,-1.9233922
26,0.66492176,-1.2717377,-2.180851,3.7459373,1.1249822,-0.70656693,0.8117396,1.7255945,1.8074939,-1.2190198,1.1264523,-0.6879098
27,0.45498767,0.49599746,-5.8795156,3.8609104,-0.5084222,-1.1822115,0.4789177,1.2967378,2.3740425,-1.895745,-0.019275881,-0.88475347
28,0.23716229,0.6740122,-3.3490055,4.074705,-0.08548368,-0.045123894,0.5601238,0.5232805,0.6944745,-0.20443149,-0.8259027,-0.6090014
29,-0.20227562,-4.5631857,-1.6410106,3.813213,-0.66905195,0.18483186,-0.27739978,2.417175,1.5466794,-2.8704383,1.704304,-1.2349371
30,-0.20227562,-4.5631857,-1.6410106,3.813213,-0.66905195,0.18483186,-0.27739978,2.417175,1.5466794,-2.8704383,1.704304,-1.2349371
31,-0.059354994,0.2075885,0.26903036,4.215012,-0.6359521,1.0341997,-1.3845536,-0.90277547,0.2546314,-0.34749517,-0.83317703,-0.7456967
32,-0.5845495,-1.4183971,-0.25339958,3.9765651,-0.74747336,1.853113,0.0073462497,0.3881022,0.51263386,-0.34847048,0.8990263,1.6644453
33,-0.8226513,-2.6957018,0.25452694,3.9923787,0.9641264,0.5573653,0.21772285,0.6818426,0.6603559,0.48299733,-0.118728824,1.9497501
34,-0.26469237,-3.8698058,-3.4233904,3.6292272,1.0910603,-0.19692843,0.12511559,2.1897745,3.0682716,0.80811375,1.9047076,-0.78505856
35,0.40665045,-1.0702302,-0.59225905,4.1048846,0.5487304,-0.11004505,0.31044257,2.1387799,1.199239,-1.5289191,-0.75871915,-1.034526
36,-1.1122938,-1.8379699,-0.022306925,4.094565,-0.08831393,0.34328768,0.32206514,0.3072186,-0.46559197,-1.437114,-0.16433915,-0.3884846
37,-1.382015,-4.1559534,-3.8294969,3.6089928,1.9289588,-0.5709636,-1.2134373,1.2409006,3.1652446,-1.4453363,0.6393922,-0.5744942
38,0.14939745,0.7191249,-5.27661,3.3846042,5.354552,-1.4771924,0.33535942,0.6349828,1.7696471,-1.9308646,-0.18573281,-0.19911447
39,0.16473198,0.7951995,-5.186986,3.605044,4.117925,-1.2021343,0.5107824,0.33716184,1.198322,-1.1531547,-0.825627,-0.44687924
40,0.4752676,-0.56926763,-2.6780994,3.8704355,1.7942947,-0.2958802,0.32651842,1.4817346,1.5558861,-1.2425826,-0.4922696,-0.7567296
41,0.5836805,1.0269605,-3.3997505,3.7455173,0.25634998,-1.3649164,0.7230812,1.0281094,1.3116457,-0.8684939,1.3698392,-0.45707145
42,0.5836805,1.0269605,-3.3997505,3.7455173,0.25634998,-1.3649164,0.7230812,1.0281094,1.3116457,-0.8684939,1.3698392,-0.45707145
43,-0.43070257,-3.9738898,-4.087676,3.8664603,0.7364646,0.10545686,-0.3323811,1.2122861,1.5473483,-0.064401664,-0.1181657,-0.7148786
44,-2.0848572,-1.6603885,0.5319974,4.1129794,1.2492933,-1.3713729,0.67308676,-0.3586659,-0.2988852,1.5156487,-0.80948734,1.228366
45,-0.6177812,-2.6221,1.7362412,4.014181,2.208628,-0.73268354,0.4224344,0.9924518,0.73475623,1.966639,-0.24025655,1.0893098
46,0.19070753,-1.1597824,-5.479552,3.6018064,1.994916,-0.21478224,0.24389148,2.3649642,3.9615698,-0.6254509,0.676143,-1.2459321
47,-0.2389503,-0.56588656,-1.9022303,3.7712173,2.4396913,0.60115385,-0.023576979,0.025567023,0.6044655,0.0082527185,0.124204926,-0.04524691
48,-0.47867334,-1.4688803,-1.749748,3.8607132,1.7570466,-0.6749647,0.4472682,-0.41351366,0.36940402,2.6512892,0.11636933,1.779865
49,-0.8904296,-2.2904634,-3.1993465,3.666448,2.3297184,-0.96697915,0.3937936,0.26857495,1.304972,1.4146457,0.6845136,1.022829
50,-0.516791,-1.5743965,-1.7477119,3.8694522,1.5260918,-0.5621291,0.4911179,-0.38662025,0.34623277,2.7407146,0.23738718,1.7587051
51,-0.04847646,-0.45055863,-0.44921017,3.9677656,1.1045939,0.52443033,0.59894395,-0.5703604,-0.86982906,1.4133077,0.08759252,1.5059273
52,-1.2991142,-6.80464,-4.361165,3.6918125,-0.271086,-0.5849941,-0.77742696,2.810755,4.3906717,-1.5187727,1.5473253,-1.7292552
53,-0.29856446,2.530353,3.3049169,4.1525364,-0.29184073,1.6289288,-2.1080928,0.12758207,0.97276473,-4.799203,-0.39368582,-1.0380738
54,-0.9715535,-4.223725,1.8173114,4.1669145,-0.22626542,0.008773721,0.34639525,1.4608575,0.65160143,1.0914906,0.048468675,1.4944911
55,-1.4252963,-3.0423267,-3.5554216,3.8212852,1.237884,-0.9414571,0.21578647,1.3160465,1.9909906,-1.4649786,-0.14741494,-0.568863
56,0.26816648,-0.8885647,-2.167007,3.7704768,0.3989637,-0.46677363,0.3890036,2.0526173,2.0469666,-1.5745238,1.5513636,-1.9257231
57,-0.037028506,-1.8222601,-4.1934104,3.7018077,1.0994114,-0.6597822,0.39350352,1.4252845,1.6573398,-1.0662173,0.9995649,-1.6457925
58,-0.114356205,-1.8035914,-4.9494333,3.8966842,-0.46503446,-0.8193179,-0.11550316,1.1439905,1.7460825,-1.4070445,0.09861263,-1.5630411
59,-0.04804552,-0.23482937,-0.2467802,3.9602327,0.6679874,0.90430427,-1.008879,-0.7109119,0.05868127,1.0200063,0.4037042,-0.28863814
60,-0.47278646,-0.7897428,-1.0567641,3.8611395,1.8855531,-0.9032044,0.30969262,0.15421736,0.007890801,-0.8702296,-0.02294338,-0.01826311
61,0.16963059,-1.0662041,-4.016696,4.0707426,-0.66962826,0.5743996,-0.3338037,1.0191566,1.6340214,0.26879382,-0.36838463,-2.6326542
62,0.14713812,-0.29334643,-4.9508095,3.7943215,1.8810542,0.25356102,0.19205435,1.1759887,1.7365241,-0.52300817,-0.3944656,-1.7521267
63,0.17373054,-2.6809256,-4.818202,3.893449,0.38996968,-0.10627086,-0.021424484,0.9109545,2.4264123,0.45975062,-0.08203944,-2.1446345
64,0.22249356,-2.5608377,-1.903781,3.684254,1.874884,-0.47086293,0.37035364,1.7740434,1.3567144,-1.6874241,1.0672164,-0.531697
65,0.17373054,-2.6809256,-4.818202,3.893449,0.38996968,-0.10627086,-0.021424484,0.9109545,2.4264123,0.45975062,-0.08203944,-2.1446345
66,-0.21695215,-1.4152806,-3.1824903,4.0476995,0.399411,-0.050784506,0.3371252,0.40603656,-0.123319685,0.5410286,-0.39840978,-2.7142446
67,0.01334914,-1.3118995,-2.3932385,3.6714423,-1.04111,-0.16877258,-0.5648994,0.28428474,0.7568413,-2.3181868,2.6626313,-0.4855482
68,0.4504247,-1.4875832,-1.5049781,3.664055,3.850214,-0.14189112,0.23320705,1.7199976,0.62264156,-3.0995216,-0.14147556,-0.73858476
69,-1.6223975,-1.1262383,0.7685854,4.157542,1.2303642,-1.0782301,0.5126694,-0.42829517,-0.1414408,2.190523,-0.9144706,0.7131939
70,0.60960114,2.227647,-1.0489825,4.0101767,1.9683431,-0.7188867,0.67576164,-0.2513836,-1.6200593,-2.2378664,-1.1434759,-1.0171456
71,-0.5400359,0.32888067,-1.491315,3.8086376,3.0133607,-0.9975439,0.46598226,0.81443727,0.40987524,-2.4363277,-0.56364214,-0.908415
72,0.31936574,0.7955363,0.4183331,3.9491239,0.4017021,2.0969555,-0.7624131,-0.93272704,-0.8629407,-0.43808585,0.712746,-0.11501076
73,0.026456483,-2.7109194,-5.8844852,3.7096274,0.64837277,-0.11255441,-0.50163645,1.4571699,3.1993313,-1.5308373,0.19049577,-0.66682917
74,0.28747913,-2.5344713,-3.168649,3.6381648,1.3580928,0.73107314,0.39566904,2.0626695,2.2671032,-0.7013197,1.8138516,-2.2069023
75,-0.8057666,-3.034128,-3.6790187,3.6654682,3.15954,-1.258906,-0.0050629904,1.1942073,1.8756969,-1.098461,-0.27907562,-0.37774956
76,0.4504247,-1.4875832,-1.5049781,3.664055,3.850214,-0.14189112,0.23320705,1.7199976,0.62264156,-3.0995216,-0.14147556,-0.73858476
77,0.18729931,-4.590397,-2.5465508,3.6920214,2.718438,0.37291777,0.18935928,2.5747743,3.180916,-0.44546998,0.53743345,-1.863975
78,-0.98032016,-3.053841,-0.35681742,3.980268,0.09933855,0.15782803,-0.07621069,0.7243792,-0.11952183,-1.8086036,0.36636344,-0.376444
79,0.18012926,-0.22138709,-1.1706432,3.9331782,1.2552589,0.20275505,0.4290818,0.15560053,-1.3992708,-2.576577,-0.22787657,-0.7056117
80,-0.64824176,-1.806644,-5.988985,3.778346,0.6271148,-0.5756062,0.014457275,1.205759,2.5849082,-1.0240078,-0.004200322,-1.4888012
81,0.18012926,-0.22138709,-1.1706432,3.9331782,1.2552589,0.20275505,0.4290818,0.15560053,-1.3992708,-2.576577,-0.22787657,-0.7056117
82,0.18012926,-0.22138709,-1.1706432,3.9331782,1.2552589,0.20275505,0.4290818,0.15560053,-1.3992708,-2.576577,-0.22787657,-0.7056117
83,-0.5934539,-0.4203117,-0.30917054,4.0318546,0.6081446,-0.7761702,0.30603746,-0.26862863,-0.7855511,-0.18637858,-0.03861085,-0.43249598
84,-0.17239802,-1.4351209,0.067626044,3.9921994,0.91160256,-0.45147735,0.26313153,-0.26311776,-0.72307736,0.820136,0.076638415,1.1196759
85,-0.7124858,-0.6126654,-0.46491385,4.0257273,0.65008885,-0.71772563,0.42551187,-0.24359427,-0.7837329,0.15682827,-0.0012317661,-0.31481883
86,-0.50014156,-0.30269873,-0.66944027,4.158311,-0.60687435,0.3266786,0.25214463,-0.14844114,-0.03933036,1.2403582,-0.22526892,0.2758739
87,-0.63725257,-0.5097954,-0.46328568,4.0158706,0.5015206,-0.88391554,0.3315013,-0.23732434,-0.8263058,-0.61065227,-0.016968606,-0.059362642
88,-0.3283363,-1.0584035,-1.9058917,3.8862364,0.1905152,0.314968,0.03559083,0.29957986,0.37813792,-1.6671053,0.38925493,0.5119958
89,0.3052236,-0.61461705,3.5533397,4.188465,1.9793055,0.073991396,-1.4034474,0.7094263,1.2343818,1.5817542,-1.1435256,0.22429004
90,-0.64824176,-1.806644,-5.988985,3.778346,0.6271148,-0.5756062,0.014457275,1.205759,2.5849082,-1.0240078,-0.004200322,-1.4888012
91,0.3427637,-0.6027061,-2.0756998,4.1154866,-1.1706308,0.43773597,0.1836905,0.606177,-0.46417108,-1.5711938,-0.05790017,-1.5907485
92,0.54390925,0.8065063,-0.20673914,4.057376,-0.75121456,0.86924094,-1.3998592,-0.32940027,0.12561487,0.4801467,1.0098544,-3.4466083
93,-0.012810775,-1.0322509,-4.974622,4.0768924,-0.5546114,0.4178215,-0.07036175,1.1208508,1.9482841,0.7366437,-0.7086264,-2.4661436
94,-0.4396454,-6.9188623,-3.3525271,4.063047,-1.1921126,-0.020921066,-0.4309246,3.0098934,2.3723164,-2.8722646,-0.40981856,-1.9289362
95,-2.9575331,-2.0536485,1.9513035,4.0851374,-1.1026825,-0.00210884,1.0440545,-1.029878,1.0463418,1.154837,1.2679051,1.0335667
96,-0.27150103,-1.9261826,-3.2287345,3.9602463,-0.26351514,-0.075667955,-0.34271824,1.4287462,2.3100493,0.07058828,0.2629554,-1.8108921
97,-0.27150103,-1.9261826,-3.2287345,3.9602463,-0.26351514,-0.075667955,-0.34271824,1.4287462,2.3100493,0.07058828,0.2629554,-1.8108921
98,0.23206823,1.1398903,-0.9431186,4.1804276,0.12082938,1.5736595,-0.14615546,-0.45143297,0.22454716,2.135063,-0.730359,-0.77075386
99,-2.9575331,-2.0536485,1.9513035,4.0851374,-1.1026825,-0.00210884,1.0440545,-1.029878,1.0463418,1.154837,1.2679051,1.0335667
100,-0.31441402,0.08171771,0.12371416,4.24596,-1.2585462,0.76318383,0.49316245,0.80370563,-0.45530185,-2.8357716,-0.7325905,-0.041290898
101,-0.82258767,-2.4481852,-4.080074,3.9511955,-0.76444507,0.25985825,-0.5288844,1.0281849,2.2342288,-0.91368467,0.03257092,-0.90585667
102,-0.27410534,-2.204414,-3.4012089,3.9764438,-0.33538803,0.19310193,-0.22832766,1.0344585,1.7742356,0.32062316,0.083541565,-1.095969
103,-0.40615663,-0.1561618,-0.40150532,4.132571,0.29079401,0.74236006,0.691273,-0.65711594,-0.82445097,1.6918194,-0.4541858,0.7437758
104,0.29192826,0.47400427,-1.2901977,4.062449,0.8436089,-0.78594345,0.46637785,0.80700463,-0.36400065,-1.9662044,-0.8472993,-1.189211
105,-0.108210154,-2.2545485,-2.0125673,4.0914946,-0.051897064,0.13841313,0.12653244,1.1864443,0.46353844,-1.2281369,-0.69003505,-1.0536199
106,-0.19366449,-2.0809546,-4.045246,3.916578,-0.723381,-0.44194457,0.2722405,1.7367015,1.9727933,-1.5512248,0.48471218,-1.6420383
107,0.8905565,-0.023787985,-2.1362321,3.5210893,-0.27887243,-0.28357202,0.8316021,1.870599,1.9577627,-2.2082784,3.723057,-0.71720093
108,-0.11376034,3.3534503,-4.481976,3.9911726,-0.4405533,0.11283763,0.865018,0.4523212,3.2317777,-0.127711,-0.34214932,-1.1062921
109,-0.6605306,-0.6171318,-1.1490138,4.0900354,-0.68088675,-0.70217186,-0.4104915,-0.114488624,0.44063205,-1.2105064,-0.30088475,-0.30299485
110,-0.5158355,-0.5937127,-1.2983112,4.089924,-0.6515986,-0.7496943,-0.336134,-0.023493493,0.4333573,-0.95861596,-0.28322303,-0.41969723
111,-0.05154899,0.035568513,0.795291,4.0433483,0.2856132,0.8411141,-0.77923024,-0.86189204,-0.51621526,1.3979007,0.45775536,-0.20166235
112,0.8265111,-1.9650551,-1.6190863,3.805436,1.122461,-0.4351653,0.9573463,1.6792874,1.6970246,-1.8915273,0.7531659,-0.94189066
113,-0.3309131,-0.36490718,-0.4922723,4.061106,-0.5735224,0.30507058,-1.5323906,-0.6289013,0.76514316,-0.9186776,-0.084835745,-0.5551958
114,-0.6698212,-2.2139215,-0.2695718,3.6602602,2.993064,-0.64753157,-1.1089082,-1.3440231,1.1967757,0.773158,0.79935086,0.18591504
115,0.40044433,-1.2751229,-2.3155408,3.8622532,-0.30649844,-0.43540555,0.25290996,2.1815226,1.9499466,-0.9521005,1.3731762,-1.9441988
116,-0.9220821,0.019405225,1.6709737,4.1845207,-1.5316664,0.21582033,-1.1442654,-0.36847252,0.8382031,-0.4492079,0.2501969,0.6293378
117,0.057790585,-1.40551,-4.223604,3.693733,0.07444536,-1.1057359,0.3831122,1.4469576,1.7986916,-1.3211353,1.4443033,-0.15888268
118,-1.7673969,-1.6295078,0.7636798,4.2288175,0.32298422,-1.2241246,0.7191074,-0.23296508,-0.3833886,2.3478603,-0.78681916,0.8414183
119,-1.7580727,-2.7024448,-1.0652709,3.9347527,0.47326937,0.1827085,0.050267644,1.1945891,1.8122544,-0.48003554,0.34431675,0.029645732
120,-1.7981257,-3.1945722,1.8930143,4.310227,-0.28096786,0.2741629,0.48579746,1.0199635,0.73610306,2.1255336,-0.6791869,0.62539774
121,-0.33399504,-0.72328305,0.75405324,4.426532,-0.90822583,0.80929565,-0.53088117,0.326422,0.97092587,3.4363256,-1.2016364,-1.3033434
122,0.19196136,-1.5706989,-2.8564427,3.8215628,1.8387752,0.06305841,0.075755574,1.260786,0.6315076,-3.0410807,-0.5985853,-0.09318332
123,-0.33399504,-0.72328305,0.75405324,4.426532,-0.90822583,0.80929565,-0.53088117,0.326422,0.97092587,3.4363256,-1.2016364,-1.3033434
124,-1.7981257,-3.1945722,1.8930143,4.310227,-0.28096786,0.2741629,0.48579746,1.0199635,0.73610306,2.1255336,-0.6791869,0.62539774
125,-0.57837915,-1.4615686,1.8179669,4.3989854,-0.81929964,0.35643175,0.12795505,0.58032125,-0.10366659,0.708947,-1.2720557,0.32953236
126,-0.5538876,-3.756011,-1.6297206,4.1350327,-0.61634475,0.5835835,-0.31042838,0.6474542,0.5567552,1.878996,-0.29145098,0.11660185
127,-0.04124013,-0.3515353,-1.7768743,4.1255107,-0.23405588,0.21933413,0.111095965,0.10380982,-0.4591044,0.032025687,-0.5928562,-0.64879483
128,-0.51706964,-1.4276702,-4.664283,3.9891868,-0.38306198,0.009682321,-0.095537476,1.3215138,3.0466604,2.8452256,0.2993245,-2.7042131
129,0.19196136,-1.5706989,-2.8564427,3.8215628,1.8387752,0.06305841,0.075755574,1.260786,0.6315076,-3.0410807,-0.5985853,-0.09318332
130,-0.46236372,-0.39798045,-0.1691957,4.195886,-0.4524542,0.6823827,-0.25177854,-0.39521632,-0.82027674,-0.14157884,-0.48390198,-1.3199652
131,-0.08078563,-1.3174233,-3.2609038,3.894756,0.053508557,1.173676,0.10413898,2.6847663,2.9542315,-2.271842,0.30204964,-1.8071502
132,0.08090242,-1.2079567,-4.849135,4.021905,-1.8266509,-0.46211228,0.384478,1.1985795,1.2640331,-1.0305679,0.2791018,-1.6194112
133,-0.7029108,-1.77969,-2.799743,3.85962,1.7824174,-0.07523572,0.030103903,0.46575552,0.5495142,-1.4362639,-0.40200958,-1.4360229
134,0.08090242,-1.2079567,-4.849135,4.021905,-1.8266509,-0.46211228,0.384478,1.1985795,1.2640331,-1.0305679,0.2791018,-1.6194112
135,-1.5691628,0.24282318,-0.04468253,4.248765,-0.09945133,0.7953003,0.43359828,0.1115797,0.38181782,1.1155994,-0.78417563,-1.3276836
136,0.22684711,-2.3094983,-3.0843155,4.0503993,-0.038747765,0.018496823,0.1394873,1.8972299,1.3967868,-1.2423772,-0.44267848,-2.8198533
137,-0.7029108,-1.77969,-2.799743,3.85962,1.7824174,-0.07523572,0.030103903,0.46575552,0.5495142,-1.4362639,-0.40200958,-1.4360229
138,0.40593717,0.91918236,0.5892956,4.1786957,0.631073,2.2339592,-0.5435645,-0.8279074,-1.3792434,0.4518084,-0.8800532,-0.48220074
139,0.4191622,0.37226713,-5.0611405,3.794771,1.467406,0.8556615,-0.13114546,0.92442477,1.4028555,-2.0607908,-0.39598426,-2.1442726
140,-0.21014734,-2.9544039,-3.9231997,3.9651198,0.058281608,0.5918749,-0.21650098,1.8327926,1.6016394,-1.7517924,-0.43662128,-1.656528
141,-0.64348644,-5.1966763,-7.212787,3.7663116,-0.47697398,0.1204067,-0.7551819,2.077329,4.300171,0.8505508,0.63906205,-1.8835856
142,0.12658338,-0.6702653,-1.8441347,4.013605,-0.12060126,0.16097529,0.57059884,1.7523997,1.5341659,-1.185557,0.082905695,-1.1035612
143,0.3712876,-1.7653091,2.9220266,4.110238,1.9302104,-0.16387925,0.09841623,1.0503774,-0.56554383,-0.50339746,-0.85534936,1.373275
144,-0.38527593,-2.472841,-1.7854544,4.09449,-0.53408986,0.69942236,-0.10742488,0.16926679,0.5076365,1.7335153,-0.2679821,1.1248293
145,-1.2778351,-1.2363833,-4.406427,3.8662198,0.1645689,-0.16116853,-0.1873985,1.0581279,2.6235723,-1.6597632,-0.08360494,-1.1318744
146,0.11711826,-1.6446701,-1.3574651,3.7421157,0.3596213,0.35100672,0.41607288,1.2189766,0.7842662,-0.8914749,1.7838706,0.7395972
147,0.12404319,-0.758057,-0.8700289,4.0002337,-0.55273795,0.91820836,0.20329325,0.3821161,-0.053332884,-0.25280124,0.6581019,0.4737283
148,-0.6015236,-2.4134467,-3.9358866,3.92099,-0.75456554,0.18200716,0.20926064,1.6748425,1.7501656,-1.6844857,0.5552968,-1.9375147
149,-0.6015236,-2.4134467,-3.9358866,3.92099,-0.75456554,0.18200716,0.20926064,1.6748425,1.7501656,-1.6844857,0.5552968,-1.9375147
150,0.7766639,-0.01978971,-0.728764,2.3201475,1.4927889,-0.20149589,0.761513,0.44287133,-0.22253484,-2.1425428,12.280915,0.6968519
151,-0.7064324,-1.5094545,0.6770697,4.1127787,-0.064036876,-0.03858205,0.51161486,-0.0807036,-1.0946602,0.1507937,-0.073328294,1.3788607
152,-0.12423368,-4.631048,-2.6495786,3.9376335,0.109164104,-0.38847834,0.03974125,1.8307264,0.33548564,-2.5587327,0.056694623,-1.4285852
153,-0.07092692,-0.3665055,1.0848414,4.185939,-0.47384107,-0.67396396,-0.1717145,0.9333715,-0.38723424,-3.4730303,-0.628666,-0.7395952
154,-0.08171488,-5.381191,-2.4155488,3.9407656,0.04482566,0.14596754,0.2332919,3.0092425,3.0206993,-0.42660287,0.5214231,-2.048205
155,0.031365506,-2.6740453,-1.2261231,4.077262,-0.80796033,-0.4016717,0.22593187,0.92926687,-0.064459965,0.26568165,0.43986556,-0.9044805
156,-1.3003072,-1.3655747,-1.4029206,4.0366373,-0.6619441,0.13126741,0.15453365,-0.15566579,0.65583557,0.78593373,0.3657325,0.35401052
157,-0.12423368,-4.631048,-2.6495786,3.9376335,0.109164104,-0.38847834,0.03974125,1.8307264,0.33548564,-2.5587327,0.056694623,-1.4285852
158,-0.05239957,-1.1136501,-4.0641785,4.123958,-1.0310988,-0.91521573,-0.285104,0.5944701,1.0951858,0.61370605,-0.4793025,-2.8040726
159,-0.40043485,-2.7367203,-1.2865056,4.0764174,-0.61896765,-0.3584888,0.48798585,1.7054144,0.43258125,-1.4127411,0.16641523,-1.4159942
160,0.08172512,-1.1577213,-0.9966165,4.075312,-0.057492435,0.4235646,0.47049448,-0.100929275,-0.8415896,0.8213208,0.016372424,-0.054133553
161,0.21856621,-1.2822772,-2.7722602,3.9537165,-0.6985341,0.038854957,0.29830652,2.262624,1.7913107,-3.0500772,0.3993785,-1.7202139
162,-0.17879969,0.11801811,0.26866856,4.1468496,-0.6921064,1.5903643,-1.9756634,-0.67318016,-0.132066,0.017865285,0.4077959,-4.3924713
163,0.38769624,0.49070382,-4.2904596,3.8638453,0.45796126,0.6800302,0.38972926,0.5134428,0.44349337,-1.7104427,-0.01839505,-1.0282438
164,0.028545424,-1.9296938,-2.7854073,3.7796688,1.1253015,-2.3527,0.665487,0.7544096,0.17603357,-2.0397367,0.36407638,0.34648097
165,-1.2261641,-3.7122905,-2.1792526,3.9911616,0.4775477,0.709988,-0.3150631,1.2742296,1.2031915,-1.0498364,-0.4848347,-0.40333974
166,0.037559416,-3.5987637,-0.012719354,3.977243,1.1832799,0.37941036,0.12799506,2.8478317,1.7114663,-1.9419402,-0.16980524,-0.6163362
167,0.25805876,-0.85552335,-4.124634,3.974091,-0.6723109,-0.53507894,0.29117918,0.93820804,0.4069773,-1.3801062,0.1928325,-2.3292959
168,-1.5960301,2.0265715,-0.88521636,4.1309276,0.339251,1.0051322,0.736244,-0.4090019,1.1690028,3.1006775,-0.42891797,0.6935797
169,-0.32973,-1.319544,-4.955074,3.8616369,-0.9003691,0.09355279,-0.1360238,1.4945989,2.5605483,-2.193485,0.4440305,-1.1285567
170,-1.0238112,-1.9703668,-1.3670012,3.9735944,0.5459128,0.55600315,0.042878885,1.1480505,1.3381732,-0.55616707,0.06026045,-0.82102716
171,-0.74519956,-0.4681686,-4.461569,3.7864983,0.81907946,-0.6801505,-0.20430149,0.95487356,2.7475162,-1.6096469,-0.024415798,-0.6448339
172,0.57843745,-0.047081858,-2.3036683,3.9822137,1.1196089,-0.51262635,0.46360403,1.2937706,0.5050352,-1.7049952,-0.6493455,-1.5622963
173,0.33172703,0.97619754,-3.3053443,3.8053744,1.736465,-0.75691915,0.46844196,0.5297825,0.28785884,-1.9739091,-0.1794576,-0.88827634
174,-0.37031445,-3.202758,-1.9183385,4.02888,-0.21268375,1.1363131,-0.18553223,0.38954338,0.15138008,0.99054575,0.041823808,0.2605103
175,0.39170584,-0.42515156,-2.0453053,3.929309,0.09695409,-0.4575635,0.5981126,0.66796476,-0.48304406,-2.312398,0.25398868,-0.21790305
176,0.25287524,-1.286421,-2.8567526,3.680463,3.0635557,-0.41533443,0.16993876,1.2862827,0.5822309,-2.9672215,-0.27103025,-0.16872826
