,0,1
0,-0.66220067135883,-0.39641822876984123
1,-0.6654691255021391,-0.305890978131892
2,0.9685092274507424,-0.6433984954561341
3,-0.956269816484666,-0.48565542291372676
4,1.0358413353124818,-0.1497912835704839
5,-1.1935939607424786,-0.1759781652373205
6,1.4356046283593156,-0.5799780059014986
7,-0.4653583276511552,-0.3489775889222022
8,1.3890239568073683,-0.5093095000056709
9,-0.8763708328750033,-0.7579882501135805
10,0.6915071991569225,2.7819736927111878
11,1.463315750633366,-0.5716469870466798
12,-0.3664465293860888,2.4205193014405486
13,-1.3642814808848602,-0.2696295501689663
14,-0.9645181878380266,-0.699816272499981
15,1.1340166665572473,-0.3742933295401955
16,-0.6268875455253279,-0.6472571182608677
17,-0.9332130230975276,-0.19327902568981206
18,1.1699761601846583,-0.15180146109912263
19,-1.2944104735569395,-0.3756323090127079
20,-1.281148114062708,-0.2446364936045099
21,0.03271664967477818,-0.3677533311506971
22,0.7088318709243192,-0.4955108121464977
23,-0.8499895570489837,2.3523822092750066
24,1.3047041866996283,-0.2806419446085498
25,-0.5740042004434075,-0.03098510982183845
26,-0.9273722909250275,-0.7309850160204852
27,0.9625093147264094,2.4715124579217953
28,-1.098059811067409,-0.8246364009521311
29,-0.5437541787031759,-0.6222640616964114
30,-1.006311501294765,2.100314065630639
31,1.1163335205649383,-0.5489544167511261
32,-0.46766368472850073,-0.07707826836463905
33,1.4073003044424706,-0.4614787187755286
34,-1.2283670510843019,-0.652130645639971
35,0.9627359447720719,-0.34111440849105246
36,-1.423531310288245,-0.4567871656621251
37,-0.43609090666834693,-0.28610480612855804
38,-0.4010270606130694,-0.4804069109726907
39,1.495447659405494,-0.5196506963891282
40,0.9161552732201248,-0.27044590259522455
41,1.4910268729074168,-0.563315968191861
42,-1.3592674927439894,-0.35279458434702204
43,1.33742929711455,-0.355475959931787
44,-0.685860902557973,-0.6692863517223301
45,0.8324287047551789,-0.16860865317889245
46,-1.5500109654498546,-0.1137858325664439
47,-1.3783636720675478,2.5388318068164724
48,-1.2291868827727588,2.287326526753666
49,1.1063055442831964,-0.3826243483950144
50,-1.4247177135738325,-0.20312655370054788
51,1.1372510497697366,-0.0769674457758854
52,0.4375430468148818,-0.4574999910981651
53,-0.8032654423345933,-0.5666651251930119
54,-0.21935870329219362,-0.4790355561869059
55,-1.2976448567694288,-0.6729581927770181
56,0.7727517666040057,-0.3212247094974998
57,-0.6133487136603569,-0.3511329208209729
58,-0.21528183865868597,-0.36507676305027825
59,-1.2528437901458631,-0.36313578073047964
60,-1.3315563704699385,-0.3444635654922032
61,1.009316616324019,-0.41178291438688025
62,-0.47388317137525526,-0.7282668205401529
63,-0.05778922851670604,-0.6378430968924225
64,-0.6227160388054753,-0.5470550618112414
65,-0.5616866044737089,-0.7403883642604484
