,mean_fit_time,mean_test_score,mean_train_score,batch_size,hidden_layer_sizes,learning_rate_init,momentum,random_state,best_match_batch_size,best_match_hidden_layer_sizes,best_match_learning_rate_init,best_match_momentum,best_match_random_state
0,1.6256149291992188,-0.10956457309122325,-0.10832807731041912,8,"(16,)",1e-04,1e-04,1,False,False,False,True,True
1,1.6016939640045167,-0.10956457309122325,-0.10832807731041912,8,"(16,)",1e-04,0.00097162795,1,False,False,False,False,True
2,1.6023561477661132,-0.10956457309122325,-0.10832807731041912,8,"(16,)",1e-04,0.009440608,1,False,False,False,False,True
3,1.6027917861938477,-0.10956457309122325,-0.10832807731041912,8,"(16,)",1e-04,0.09172759,1,False,False,False,False,True
4,1.6019225597381592,-0.10956457309122325,-0.10832807731041912,8,"(16,)",1e-04,0.8912509,1,False,False,False,False,True
5,0.9226048946380615,-0.10006016935449821,-0.09724307726303114,8,"(16,)",0.0005623413,1e-04,1,False,False,False,True,True
6,0.9198799133300781,-0.10006016935449821,-0.09724307726303114,8,"(16,)",0.0005623413,0.00097162795,1,False,False,False,False,True
7,0.9122092247009277,-0.10006016935449821,-0.09724307726303114,8,"(16,)",0.0005623413,0.009440608,1,False,False,False,False,True
8,1.0019595623016357,-0.10006016935449821,-0.09724307726303114,8,"(16,)",0.0005623413,0.09172759,1,False,False,False,False,True
9,1.0385300159454345,-0.10006016935449821,-0.09724307726303114,8,"(16,)",0.0005623413,0.8912509,1,False,False,False,False,True
10,0.7042543888092041,-0.09304779656725132,-0.08911258327079948,8,"(16,)",0.0031622776,1e-04,1,False,False,True,True,True
11,0.6801668167114258,-0.09304779656725132,-0.08911258327079948,8,"(16,)",0.0031622776,0.00097162795,1,False,False,True,False,True
12,0.7086172580718995,-0.09304779656725132,-0.08911258327079948,8,"(16,)",0.0031622776,0.009440608,1,False,False,True,False,True
13,0.6870108127593995,-0.09304779656725132,-0.08911258327079948,8,"(16,)",0.0031622776,0.09172759,1,False,False,True,False,True
14,0.6676206588745117,-0.09304779656725132,-0.08911258327079948,8,"(16,)",0.0031622776,0.8912509,1,False,False,True,False,True
15,1.105364990234375,-0.0877638073743879,-0.07639543876714942,8,"(16,)",0.017782794,1e-04,1,False,False,False,True,True
16,1.1406877040863037,-0.0877638073743879,-0.07639543876714942,8,"(16,)",0.017782794,0.00097162795,1,False,False,False,False,True
17,1.201235818862915,-0.0877638073743879,-0.07639543876714942,8,"(16,)",0.017782794,0.009440608,1,False,False,False,False,True
18,1.1794179916381835,-0.0877638073743879,-0.07639543876714942,8,"(16,)",0.017782794,0.09172759,1,False,False,False,False,True
19,1.1696232318878175,-0.0877638073743879,-0.07639543876714942,8,"(16,)",0.017782794,0.8912509,1,False,False,False,False,True
20,0.6720490455627441,-0.10171626789413446,-0.09150508296319326,8,"(16,)",0.1,1e-04,1,False,False,False,True,True
21,0.667113208770752,-0.10171626789413446,-0.09150508296319326,8,"(16,)",0.1,0.00097162795,1,False,False,False,False,True
22,0.632343339920044,-0.10171626789413446,-0.09150508296319326,8,"(16,)",0.1,0.009440608,1,False,False,False,False,True
23,0.6489992618560791,-0.10171626789413446,-0.09150508296319326,8,"(16,)",0.1,0.09172759,1,False,False,False,False,True
24,0.7169619560241699,-0.10171626789413446,-0.09150508296319326,8,"(16,)",0.1,0.8912509,1,False,False,False,False,True
25,1.2624300479888917,-0.13041202146104564,-0.12991849138283368,8,"(32,)",1e-04,1e-04,1,False,False,False,True,True
26,1.2248261451721192,-0.13041202146104564,-0.12991849138283368,8,"(32,)",1e-04,0.00097162795,1,False,False,False,False,True
27,1.1986480236053467,-0.13041202146104564,-0.12991849138283368,8,"(32,)",1e-04,0.009440608,1,False,False,False,False,True
28,1.2797539710998536,-0.13041202146104564,-0.12991849138283368,8,"(32,)",1e-04,0.09172759,1,False,False,False,False,True
29,1.2920162677764893,-0.13041202146104564,-0.12991849138283368,8,"(32,)",1e-04,0.8912509,1,False,False,False,False,True
30,1.0156864166259765,-0.1004219070945073,-0.09698754702734229,8,"(32,)",0.0005623413,1e-04,1,False,False,False,True,True
31,1.0511275768280028,-0.1004219070945073,-0.09698754702734229,8,"(32,)",0.0005623413,0.00097162795,1,False,False,False,False,True
32,1.0209664344787597,-0.1004219070945073,-0.09698754702734229,8,"(32,)",0.0005623413,0.009440608,1,False,False,False,False,True
33,1.0503762722015382,-0.1004219070945073,-0.09698754702734229,8,"(32,)",0.0005623413,0.09172759,1,False,False,False,False,True
34,1.0552649974822998,-0.1004219070945073,-0.09698754702734229,8,"(32,)",0.0005623413,0.8912509,1,False,False,False,False,True
35,0.8917395591735839,-0.08859030840400188,-0.08288808274605226,8,"(32,)",0.0031622776,1e-04,1,False,False,True,True,True
36,0.9140911102294922,-0.08859030840400188,-0.08288808274605226,8,"(32,)",0.0031622776,0.00097162795,1,False,False,True,False,True
37,0.8976667881011963,-0.08859030840400188,-0.08288808274605226,8,"(32,)",0.0031622776,0.009440608,1,False,False,True,False,True
38,0.8656078815460205,-0.08859030840400188,-0.08288808274605226,8,"(32,)",0.0031622776,0.09172759,1,False,False,True,False,True
39,0.905596923828125,-0.08859030840400188,-0.08288808274605226,8,"(32,)",0.0031622776,0.8912509,1,False,False,True,False,True
40,0.7631057739257813,-0.08811578537661369,-0.08254991969235229,8,"(32,)",0.017782794,1e-04,1,False,False,False,True,True
41,0.7987878799438477,-0.08811578537661369,-0.08254991969235229,8,"(32,)",0.017782794,0.00097162795,1,False,False,False,False,True
