,mean_fit_time,mean_test_score,mean_train_score,batch_size,hidden_layer_sizes,learning_rate_init,momentum,random_state,best_match_batch_size,best_match_hidden_layer_sizes,best_match_learning_rate_init,best_match_momentum,best_match_random_state
0,0.930813217163086,-0.09416122693866322,-0.09335415577417439,8,"(16,)",1e-04,1e-04,1,False,False,False,True,True
1,0.953272008895874,-0.09416122693866322,-0.09335415577417439,8,"(16,)",1e-04,0.00097162795,1,False,False,False,False,True
2,0.9628462314605712,-0.09416122693866322,-0.09335415577417439,8,"(16,)",1e-04,0.009440608,1,False,False,False,False,True
3,0.9371707439422607,-0.09416122693866322,-0.09335415577417439,8,"(16,)",1e-04,0.09172759,1,False,False,False,False,True
4,0.9179826259613038,-0.09416122693866322,-0.09335415577417439,8,"(16,)",1e-04,0.8912509,1,False,False,False,False,True
5,0.6213615894317627,-0.08481415253815454,-0.08207812019826513,8,"(16,)",0.0005623413,1e-04,1,False,False,False,True,True
6,0.6227967739105225,-0.08481415253815454,-0.08207812019826513,8,"(16,)",0.0005623413,0.00097162795,1,False,False,False,False,True
7,0.6036689281463623,-0.08481415253815454,-0.08207812019826513,8,"(16,)",0.0005623413,0.009440608,1,False,False,False,False,True
8,0.6143074989318847,-0.08481415253815454,-0.08207812019826513,8,"(16,)",0.0005623413,0.09172759,1,False,False,False,False,True
9,0.6392428874969482,-0.08481415253815454,-0.08207812019826513,8,"(16,)",0.0005623413,0.8912509,1,False,False,False,False,True
10,0.6058192253112793,-0.07929144751924382,-0.07481662056343848,8,"(16,)",0.0031622776,1e-04,1,False,False,False,True,True
11,0.6543567180633545,-0.07929144751924382,-0.07481662056343848,8,"(16,)",0.0031622776,0.00097162795,1,False,False,False,False,True
12,0.664598798751831,-0.07929144751924382,-0.07481662056343848,8,"(16,)",0.0031622776,0.009440608,1,False,False,False,False,True
13,0.6446403980255127,-0.07929144751924382,-0.07481662056343848,8,"(16,)",0.0031622776,0.09172759,1,False,False,False,False,True
14,0.7235394954681397,-0.07929144751924382,-0.07481662056343848,8,"(16,)",0.0031622776,0.8912509,1,False,False,False,False,True
15,0.893729305267334,-0.07605602382996267,-0.06924776581814703,8,"(16,)",0.017782794,1e-04,1,False,False,False,True,True
16,0.9556900978088378,-0.07605602382996267,-0.06924776581814703,8,"(16,)",0.017782794,0.00097162795,1,False,False,False,False,True
17,0.8310771942138672,-0.07605602382996267,-0.06924776581814703,8,"(16,)",0.017782794,0.009440608,1,False,False,False,False,True
