,Mean Recon Error,Recon Error Std,Random N Components
0,5.231194850171721,0.6548491505559086,2
1,4.393376886110567,0.6242242921652947,3
2,3.3224809595900475,0.6961497386508254,4
3,2.251032943674698,0.4888525823966901,5
4,1.8139395283801776,0.41389896981333585,6
5,0.825929346023029,0.4310064420076659,7
