,0,1,2,3,4,5,6,7,8,9,10
72,-3.2407193,2.8282437,4.481093,-1.0022466,0.6548481,0.7386305,2.0269237,-2.845961,2.245802,0.833983,2.7879896
73,-3.817069,0.6464982,4.7509155,1.8630273,2.4664478,5.0138288,1.1293412,-2.1099198,6.0991793,3.229019,2.9331672
74,-3.8338594,1.6716115,5.4205475,1.6427164,2.440061,4.237778,2.732137,-1.6498941,5.249982,2.5424862,2.9331672
75,-5.1655884,3.2018852,5.2827654,2.7592778,3.065166,2.9768074,0.22210175,-2.0179148,3.3590102,2.9351606,2.0258064
76,-5.3166647,3.781024,4.7734976,3.0490878,2.8202133,2.1702297,1.4832516,-1.557889,1.8584126,3.4396465,2.243573
77,-4.3038955,2.4779387,6.112025,2.7682488,2.202921,4.304222,1.5126559,-0.95985556,5.4113407,2.9243493,2.5702229
78,-3.5009134,2.955181,3.2455046,0.21514255,0.9119847,1.2566596,0.6306457,-2.1099198,0.9017133,2.5296295,1.8443341
79,-3.976531,3.2813697,3.3072538,1.0712407,2.150539,0.3723923,1.2255979,-2.7539558,0.90930516,2.5129771,2.2072785
80,-3.8758168,0.78477645,4.5500035,2.1143641,3.0110683,3.9857082,0.92163014,-2.4779406,5.3026547,2.8384714,2.7516952
81,-3.976531,3.2813697,3.3072538,1.0712407,2.150539,0.3723923,1.2255979,-2.7539558,0.90930516,2.5129771,2.2072785
82,-3.976531,3.2813697,3.3072538,1.0712407,2.150539,0.3723923,1.2255979,-2.7539558,0.90930516,2.5129771,2.2072785
83,-3.7135415,3.502232,3.4196157,0.076666,1.3787594,-0.010988891,0.15466928,-2.845961,0.5351271,1.4067996,1.4450955
84,-3.7639031,3.7477145,4.0078998,-0.8134321,0.3147011,0.27775452,0.3992408,-2.6159482,1.2818446,1.077472,1.4088011
85,-3.724732,3.4608455,3.5910716,-0.029444695,1.2913327,-0.004970491,0.26370013,-2.845961,0.755474,1.2903335,1.4813899
86,-2.896592,2.1528494,3.6553304,-1.1814625,-0.21285379,0.43306172,0.6994911,-2.6619508,2.142801,0.76544094,1.8443341
87,-3.7359223,3.4608455,3.1580524,-0.029444695,1.2913327,0.05565244,0.13048834,-2.845961,0.3112647,1.6507638,1.4088011
88,-3.5009134,2.2302065,3.5008228,-0.12821877,0.97401243,1.8330576,1.1808319,-2.4779406,2.1974518,2.3979096,2.2798674
89,-4.127607,4.05274,4.7790546,0.19173324,-0.99300885,0.4135092,-0.5034914,-1.1438657,0.5754067,0.5301297,0.93697345
90,-3.8758168,0.78477645,4.5500035,2.1143641,3.0110683,3.9857082,0.92163014,-2.4779406,5.3026547,2.8384714,2.7516952
91,-2.759502,1.4555336,2.6946995,0.25397566,1.3246398,1.3267176,1.2718024,-2.7079535,2.396859,2.17556,2.3161619
92,-2.8854015,2.0553772,4.222274,0.21276604,2.0279691,1.6519947,1.2552768,-2.8919637,2.9106963,0.4755106,2.3887508
93,-2.9777298,0.10254204,4.5271516,1.4290487,1.960701,3.0662124,1.1555219,-2.5239432,5.933695,1.6411539,2.8605783
94,-2.8910103,0.77988005,2.9272206,1.9797411,1.1413665,4.2529736,0.23349388,-1.0978632,3.967491,4.234338,2.170984
95,-2.1831973,3.5435667,3.370556,-2.5951254,-0.96110046,-0.30609775,-0.48330814,-2.5239432,-0.103385806,0.97684205,1.2636232
96,-3.2798903,0.99099535,4.2734137,1.0540783,1.5281253,3.363735,0.936796,-2.0179148,4.429876,2.0239782,2.3161619
97,-3.2798903,0.99099535,4.2734137,1.0540783,1.5281253,3.363735,0.936796,-2.0179148,4.429876,2.0239782,2.3161619
98,-2.8937967,1.786232,4.9325447,-0.5532389,0.22711068,0.5604787,1.3496677,-2.7539558,3.922497,0.032113314,2.6065173
99,-2.1831973,3.5435667,3.370556,-2.5951254,-0.96110046,-0.30609775,-0.48330814,-2.5239432,-0.103385806,0.97684205,1.2636232
100,-2.6252072,1.7895814,1.6320031,-0.4458436,-0.40295154,0.10515906,0.8768847,-2.1099198,-0.06689128,2.6896305,1.916923
101,-3.1120243,0.6269021,3.9003115,0.7050146,1.3717058,3.5042734,0.7835705,-2.2479277,4.450691,2.5139003,2.6065173
102,-3.184767,1.0793157,4.3434176,0.57038134,1.2370726,3.0365355,0.99313575,-2.2479277,4.632182,1.8610833,2.425045
103,-3.100834,2.8444953,4.26573,-1.2500923,-0.12620783,-0.34920645,0.9507043,-2.8919637,2.2533088,0.43765736,2.0258064
104,-3.8758078,2.723615,2.82024,1.4705977,1.8355079,0.5181174,0.46262312,-2.431938,0.76334107,2.4601638,1.6628621
105,-3.2910807,1.8815153,3.3798406,0.9779421,1.0955714,1.6769837,0.6560899,-2.1099198,2.6334057,2.4769125,2.0983953
106,-3.1511955,0.7562172,3.2884054,1.1640325,1.8421901,3.4862962,1.1297064,-2.1099198,3.9063907,2.982611,2.3161619
107,-3.366628,1.52521,3.3206077,-0.4053349,1.5562369,4.2932067,3.262661,-1.879907,2.9563754,2.9518147,2.2798674
108,-2.7315392,-0.07641971,3.82381,0.59884644,1.3992965,2.5814219,1.2218579,-2.6619508,4.70798,1.834774,2.7879896
109,-3.1651812,2.3484402,2.700765,-0.03386268,0.99943286,1.0680163,-0.34979695,-2.7079535,1.0484371,2.0361047,1.5902731
110,-3.1763716,2.2883587,2.7908726,0.009850591,1.0431461,1.1283612,-0.25280017,-2.7079535,1.2846961,1.945997,1.5902731
111,-3.3162572,3.181322,4.558077,-1.1104541,0.38853234,0.45564538,0.9248502,-2.7999585,1.9697428,0.17735809,1.989512
112,-3.534512,2.6283412,3.804173,1.318387,1.6572586,2.7744932,1.198117,-1.6958967,2.9716487,3.164627,1.989512
113,-3.100834,2.3331604,3.499816,-0.2066192,0.95746636,1.579968,-0.12648207,-2.7079535,1.8565121,1.537144,2.0258064
114,-4.594866,4.9820333,6.1361113,0.7261796,2.5427988,1.8468833,-0.527465,-2.7999585,2.6516726,1.1197865,1.8080398
115,-3.3666189,1.2371807,3.5294333,0.8661882,1.4666401,3.4687686,1.7829921,-1.6958967,3.2853734,2.505072,2.0258064
116,-2.6447928,2.382986,2.5712736,-1.7886128,-1.0098159,0.73331153,-0.24321592,-2.2479277,-0.021657407,1.2407693,1.3725066
117,-3.8086653,1.3618633,3.5711498,0.5307385,1.9160664,3.8062181,1.5563456,-2.2939303,3.6336842,2.8436544,2.0983953
118,-3.4953136,3.7163858,3.6133256,-1.0067344,-0.4190291,-1.0029442,-0.86455905,-2.5239432,0.04971063,0.48263845,0.7192068
119,-3.6380033,2.2292345,4.11104,0.21589726,0.3592921,2.072495,0.6921027,-1.6498941,1.994518,2.2280354,1.9532175
120,-2.9357631,2.8842635,3.7880485,-1.2484028,-1.8955494,-0.1334939,-0.13521898,-1.4198812,0.7286606,0.8226364,1.0821512
121,-2.4657364,1.7758536,4.405806,-0.7846644,-1.0119863,0.35579115,0.019699574,-2.0639174,3.0284827,-0.30595887,1.6628621
122,-4.385006,2.4540215,3.854578,1.9710524,2.0527294,2.2943745,1.143377,-2.0179148,2.5320497,3.413907,2.425045
123,-2.4657364,1.7758536,4.405806,-0.7846644,-1.0119863,0.35579115,0.019699574,-2.0639174,3.0284827,-0.30595887,1.6628621
124,-2.9357631,2.8842635,3.7880485,-1.2484028,-1.8955494,-0.1334939,-0.13521898,-1.4198812,0.7286606,0.8226364,1.0821512
125,-2.6643784,2.654575,2.837252,-1.0620223,-1.5567257,-0.50780016,-0.23182988,-1.8339045,0.35054553,1.1184416,1.1910343
126,-2.980525,1.8149285,4.461381,-0.7541681,-0.2829537,1.8120723,0.6657155,-2.201925,3.9425173,0.98394644,2.0258064
127,-3.215534,2.0361679,3.5304384,0.025333852,0.9637917,0.7214133,0.81871676,-2.7999585,2.4389791,1.3703578,2.0983953
128,-3.0924387,0.16836014,5.480281,1.0004146,1.7691611,3.7177198,1.2473221,-2.2939303,6.6052556,0.7898763,2.6065173
129,-4.385006,2.4540215,3.854578,1.9710524,2.0527294,2.2943745,1.143377,-2.0179148,2.5320497,3.413907,2.425045
130,-2.9469535,2.5745811,3.461439,-0.12984283,0.9293548,0.016532123,0.4954557,-2.845961,1.4684596,1.1144125,2.062101
131,-3.3134618,0.18980977,3.9355307,1.6593695,1.1372114,3.9932547,2.2859108,-1.1898683,4.331168,3.2823482,2.9694617
132,-2.6419976,0.13800338,2.773463,0.48272988,1.7215526,3.0801642,1.1608591,-2.7079535,4.275411,2.5341396,2.3887508
133,-4.2199445,2.808652,4.5785255,2.0919492,2.8664973,1.760125,0.62996686,-2.5239432,2.842257,2.47848,2.425045
134,-2.6419976,0.13800338,2.773463,0.48272988,1.7215526,3.0801642,1.1608591,-2.7079535,4.275411,2.5341396,2.3887508
135,-2.9693346,2.1552932,3.9657896,-0.08682917,0.25076267,-0.2644974,0.5452046,-2.3859353,1.5194523,0.7346683,2.0258064
136,-3.2547143,1.2358978,3.720922,2.1004007,2.0900724,2.7226202,0.9454748,-1.9259095,3.8891745,2.7093456,2.3524563
137,-4.2199445,2.808652,4.5785255,2.0919492,2.8664973,1.760125,0.62996686,-2.5239432,2.842257,2.47848,2.425045
138,-3.193153,2.793108,4.5616865,-0.48089072,0.30809286,-0.38244265,1.5122349,-2.7999585,2.2957354,0.41504687,2.6791062
139,-4.038083,1.0248338,4.8141723,2.616046,3.3618596,3.1767855,2.0065517,-2.5699456,5.1002793,2.7147577,3.404995
140,-3.4561472,0.87656856,3.9788246,1.797259,1.7782968,3.314847,1.2840686,-1.879907,4.3938775,3.0180073,2.7516952
141,-3.2826948,-0.52385676,5.662096,1.6802077,2.305145,6.316174,1.2646177,-1.9259095,8.50604,2.5105662,3.1509337
142,-3.184767,1.3409035,3.332202,0.7198556,0.73104423,2.2527862,1.3996012,-1.7418993,2.747404,2.5084174,2.1346896
143,-4.1779685,4.503871,3.5651872,-0.06734538,-0.89991856,-0.29524684,0.18101895,-1.3278761,-0.6421267,1.7945778,0.9006789
144,-2.958144,1.777538,4.3675222,-1.3160958,-0.5774999,1.6073033,0.86148274,-2.431938,3.8710394,0.9192848,2.1346896
145,-3.6156225,0.8754743,3.9533722,1.5456295,2.1375837,3.3177373,0.686618,-2.2479277,3.7913585,2.889657,2.6065173
146,-3.6296084,2.2326498,3.92641,-0.7109251,0.41848803,2.7081456,2.313007,-1.9259095,2.6383,2.2376688,2.170984
147,-2.9693346,1.9630613,3.5528033,-1.1839067,-0.0989434,1.4240234,1.7664449,-2.3859353,2.4719758,1.5336788,2.243573
148,-3.0896435,0.6949747,3.4948277,1.1738706,1.889397,3.3621066,1.4341984,-2.1099198,3.9521837,2.9452202,2.6065173
149,-3.0896435,0.6949747,3.4948277,1.1738706,1.889397,3.3621066,1.4341984,-2.1099198,3.9521837,2.9452202,2.6065173
150,-5.0900416,4.4058943,5.4383917,-3.578651,3.8605223,6.569049,7.9105296,-2.8919637,2.0518537,1.9728544,2.7516952
151,-3.2966716,3.356991,3.1106641,-1.4217441,-0.5437244,-0.30802244,0.48073828,-2.4779406,0.26441097,1.3252076,1.3725066
152,-3.6352081,2.2165446,3.1893592,1.662683,1.9886718,2.6707864,0.7307983,-1.9259095,2.5889666,3.4743342,2.0258064
153,-3.307862,2.937703,1.4061232,0.5880163,0.56763774,0.2165258,-0.21826011,-1.9719121,-1.4284172,3.0188854,1.15474
154,-3.1568043,1.2790246,4.431263,1.5903349,0.9416355,4.192152,1.1366715,-0.9138528,4.8175893,2.992879,2.170984
155,-3.0196962,2.2219603,3.2900538,-0.26342675,0.68211246,1.5610663,0.7614305,-2.3399327,2.4039495,1.6645695,1.6265676
156,-2.9749343,2.079106,3.7969186,-1.0876338,0.21729186,1.1999388,0.5667013,-2.6619508,2.357741,1.199727,1.9532175
157,-3.6352081,2.2165446,3.1893592,1.662683,1.9886718,2.6707864,0.7307983,-1.9259095,2.5889666,3.4743342,2.0258064
158,-2.9889202,0.9690877,3.6385665,1.2672347,2.4184375,2.33388,0.090182334,-2.9379663,4.2433414,1.5228868,2.062101
159,-3.1455958,1.9806621,2.7676818,0.6549566,0.9162587,1.6974701,0.78463644,-1.879907,1.6441429,2.6585026,1.6991565
160,-3.1120243,2.6335683,3.9278264,-0.7311783,0.52491236,0.52228314,1.12235,-2.7999585,2.5564845,1.0171282,2.0258064
161,-3.1176195,0.7870217,2.6187732,1.3170002,1.3856579,3.2002492,1.5269332,-1.6498941,2.734359,3.5422578,2.3161619
162,-2.821054,2.2310462,4.4481363,0.8257988,2.4254243,1.1873631,0.83442587,-2.9379663,2.6316214,0.48942548,2.6791062
163,-3.5456753,1.1821327,3.9701564,1.1013975,2.347438,2.3267598,2.0375628,-2.845961,4.120194,2.4162152,3.0420504
164,-4.3374486,3.3198645,2.9240973,1.109129,2.3867364,1.8883996,-0.0041599274,-2.6159482,1.2190378,3.1140733,1.2273288
165,-3.640799,1.8935683,4.2342844,0.94103575,0.84875274,2.301341,0.7609906,-1.7879019,3.0494998,2.5473032,2.3887508
166,-3.8674216,2.4342222,3.7671237,1.4406784,0.12359369,2.5292132,1.1599894,-0.6378374,1.9083725,3.223247,1.8080398
167,-3.209943,1.149521,3.1475718,1.3092585,2.6674047,2.4191117,1.1442881,-2.845961,3.5408404,2.456512,2.3524563
168,-3.1427913,1.7064832,4.943296,-1.4137101,-0.70526516,0.054002196,1.23173,-2.5699456,2.8089132,-0.23732056,2.243573
169,-3.1120243,0.071468115,3.3609238,1.0363863,1.8065491,4.103965,1.3954161,-2.201925,4.521636,3.205982,2.7879896
170,-3.5540705,2.0478292,4.227355,0.6748578,0.8527886,1.9414229,1.0522432,-1.8339045,2.5790474,2.0967417,2.243573
171,-3.9933214,1.2344778,4.104545,1.6673934,2.3427188,3.455125,0.609708,-2.2939303,3.7593522,2.8700128,2.425045
172,-3.9233742,2.222012,3.4892993,1.9338639,2.1248138,1.5863117,0.921514,-2.201925,2.300333,2.6034381,2.0258064
173,-4.387801,2.4868362,3.8113546,1.842359,2.921657,1.6902336,1.1487036,-2.7539558,2.3563507,2.572432,2.243573
174,-3.1148198,1.922713,4.6142426,-0.6857184,0.15634921,1.8589079,1.33659,-2.3859353,4.0535855,1.2504737,2.4613395
175,-3.556866,2.3730605,2.6785815,0.4023352,1.5491527,1.3454725,1.1982627,-2.6159482,1.4632137,2.7181027,1.9532175
176,-5.0900416,3.166872,4.417159,2.5617847,2.8116202,2.3539531,1.269846,-2.0179148,2.3295133,3.3952117,2.3161619
177,-3.1148198,1.922713,4.6142426,-0.6857184,0.15634921,1.8589079,1.33659,-2.3859353,4.0535855,1.2504737,2.4613395
178,-3.4785326,2.3877602,4.874963,-0.6474826,0.053744614,1.5098532,1.0066825,-2.431938,3.7980096,1.107163,2.2798674
179,-1.8782864,2.284118,3.13648,0.5580968,1.5238731,1.5703382,0.4230631,-2.845961,4.3807526,3.3030202,2.5339284
180,-4.390606,2.9371176,4.2088337,2.1868248,2.2080636,2.132203,1.7515634,-1.6958967,2.219808,3.203868,2.425045
181,-5.003313,3.173,5.4239597,1.518261,3.9428272,3.152516,3.0726492,-2.7539558,3.5432055,2.2867832,2.8242838
182,-5.0452795,3.2149665,5.465926,1.6039407,4.028507,3.1200957,3.0726492,-2.7539558,3.5107856,2.2867832,2.8242838
183,-3.154,1.2371807,4.075107,0.98498863,0.85944927,4.355364,2.5164347,-0.9138528,4.043666,3.467331,2.7516952
184,-2.6028264,0.792315,3.9147408,0.040997148,0.35848844,1.3450204,0.96883947,-2.4779406,4.1941466,0.9791787,2.3524563
185,-2.6028264,0.792315,3.9147408,0.040997148,0.35848844,1.3450204,0.96883947,-2.4779406,4.1941466,0.9791787,2.3524563
186,-2.404184,0.6946542,3.5922737,-0.281291,0.017516002,1.3223826,0.874357,-2.4779406,4.1027417,1.203985,2.3524563
187,-4.390606,2.3257442,3.6819363,2.1244273,2.5783734,2.7247086,-0.16340843,-2.1099198,2.074525,3.4101589,1.8080398
188,-3.6995556,2.6576743,3.2112925,0.9047717,1.4852593,1.2307341,0.44815177,-2.3859353,1.7235552,2.4822516,1.7354509
189,-3.3414426,2.321942,4.719013,-0.09265435,0.39724433,1.4180233,0.28671908,-2.201925,3.135509,0.9316922,1.8443341
190,-3.878612,2.287372,3.469266,1.8460875,0.66417813,2.1834507,0.722209,-0.95985556,1.6775507,3.2199743,1.7354509
191,-4.3290534,2.891858,3.9584332,2.4074855,1.1235205,1.984985,0.7518865,-0.9138528,1.5036114,3.2736402,1.8080398
192,-3.6128273,3.3127127,4.012817,0.22649014,0.4058373,2.0025685,-0.8204422,-1.7418993,1.8298583,2.1111903,1.2273288
193,-2.2223685,2.9023786,2.009018,-0.26662993,-0.9712456,0.21598214,-0.5156948,-1.5118864,-0.26737684,2.758051,1.3725066
194,-3.2798903,1.1725233,3.3010066,1.1094317,1.2658458,2.4246979,1.4272827,-2.0179148,3.2361765,2.8061438,2.425045
195,-3.3582237,3.1392329,3.0506766,-0.32006675,0.961926,-0.057231486,0.12548125,-2.9379663,0.87336725,1.3445218,1.4088011
196,-3.878612,3.7507381,3.2264786,0.40529883,0.8893961,0.68565536,0.12005028,-1.9719121,-0.77188873,2.7850282,1.8080398
197,-3.2798903,1.1725233,3.3010066,1.1094317,1.2658458,2.4246979,1.4272827,-2.0179148,3.2361765,2.8061438,2.425045
198,-3.6128273,3.3127127,4.012817,0.22649014,0.4058373,2.0025685,-0.8204422,-1.7418993,1.8298583,2.1111903,1.2273288
199,-3.3582237,3.1392329,3.0506766,-0.32006675,0.961926,-0.057231486,0.12548125,-2.9379663,0.87336725,1.3445218,1.4088011
200,-3.6771975,2.528614,4.4732323,2.7482905,2.5194159,2.4368312,0.3654405,-1.557889,2.7609904,3.197201,2.3524563
201,-3.6771975,2.528614,4.4732323,2.7482905,2.5194159,2.4368312,0.3654405,-1.557889,2.7609904,3.197201,2.3524563
202,-4.9949183,3.0041623,4.423334,2.3343725,2.6862633,2.4725835,1.2960956,-2.0639174,2.490893,3.2404063,2.3161619
