,0,1,2,3,4,5,6,7
18,0.17923203,0.61748785,-1.3716638,-1.2321906,-0.017680591,-0.27870935,0.40129167,-0.8592607
19,-0.97334594,-4.1413875,-0.48429692,-0.63859457,-0.8235438,2.136961,-1.0452482,2.178064
20,-0.6325916,-1.799928,0.48223352,-0.96084785,0.17515673,-0.3897554,-0.92617476,0.4328487
21,-0.39094788,-0.8279295,-0.77230257,1.4720205,0.24101299,-0.8288916,-0.91948414,0.13399702
22,-0.020718263,0.45172384,-0.16342531,-2.8657458,0.32687274,2.5298824,0.5009359,-0.9102878
23,-1.3390611,-0.045468427,-0.5555725,0.45933148,0.22133337,-1.2787513,-1.0620711,0.47641018
24,1.6174699,1.5284443,-1.2008376,1.3216299,0.15266542,1.0930493,-0.73873574,-0.43977803
25,-0.3478123,-0.65865827,-0.8350015,0.80898196,0.5418375,-0.94013196,-1.0855397,-0.43538985
26,-0.28906497,0.8624683,-0.7029236,0.83158267,-0.7780579,-0.566202,-0.22120062,0.65972894
27,-0.51011914,-1.5809598,1.7744553,0.59097207,0.45783684,-0.030417658,-0.3950031,0.6614186
28,0.04437371,-2.3425338,1.0107257,1.2903888,-0.07341044,1.1945604,1.6479602,0.26713967
29,0.23194857,1.6772175,1.3148156,0.27184543,-1.8011987,-0.5418054,-0.077387854,-0.2805551
30,-0.6638433,-1.7304692,1.0863012,0.29166397,-0.850169,-2.7931094,-0.7717392,-1.0502118
31,-0.48496687,-1.1768124,1.2125143,-0.038842864,0.36645323,-0.2970548,-0.36422372,-0.30472678
32,1.2962004,0.62229216,-2.3138187,-1.0653298,-1.000319,-1.1760035,0.27954274,0.07176719
33,-0.0372197,-2.7901397,1.7671595,-0.075413086,1.6138439,0.34362292,-0.16327345,0.60242444
34,-0.24641459,-0.25240785,-0.905249,-1.6408529,-0.02406394,0.32513896,-0.7676022,-0.087397814
35,0.48526084,-2.039284,0.67945623,-0.86609674,0.64046776,0.7761386,-1.0646149,-0.46644938
36,2.6441708,3.1085436,-0.39416456,-0.6869635,-1.1916152,-1.5733109,-0.1725055,0.40879768
37,2.6441708,3.1085432,-0.39416456,-0.68696344,-1.1916155,-1.5733109,-0.17250562,0.40879774
38,1.1788012,1.7933371,0.6051375,-1.1587024,5.062584,-0.26535287,-1.1101668,-0.5952096
39,1.2245072,1.8262128,0.6230059,-1.2405492,5.0722694,-0.26093942,-1.1322899,-0.57315075
40,0.28132918,1.1450374,-0.09875461,-1.1857293,0.54044,0.08374644,0.14683042,-0.3374364
41,-0.29152593,-0.0016147426,-0.45946953,0.099597745,1.1614493,-0.27620572,0.26252696,-0.9806759
42,-0.2890818,-0.0013286457,-0.49005976,0.13705316,1.2177095,-0.31546837,0.23443548,-1.0773919
43,0.47621128,-0.053020187,0.7375367,0.6921078,1.0508783,0.21524604,-0.030693809,-1.262917
44,1.3259512,0.8695381,-1.9950396,-0.054029454,1.5918143,1.9557246,-0.19169727,-0.32188088
45,1.3462641,0.85192364,-1.95077,-0.20505376,1.6677334,2.029808,-0.15076602,-0.35413322
46,0.28132942,1.1450379,-0.098754615,-1.1857291,0.54044,0.08374643,0.14683051,-0.3374364
47,-0.047102235,0.6092092,-0.4941009,0.49021482,0.6609056,-1.0622952,-0.51758796,-0.12797287
48,-0.032872245,-1.5422195,-0.12942211,0.75042653,0.828934,-0.05113463,-0.88902944,-0.5684108
49,-0.5770175,-1.2709485,-0.5220976,0.79400223,1.4117209,-0.11760146,0.43008387,-0.2924354
50,-0.94450456,-2.0047226,0.038807478,0.074896544,1.1216817,-1.5324724,-0.16747166,0.01170869
51,-0.14921044,-1.8904265,-0.14208606,0.31335896,0.9006085,-0.8707031,-1.1679237,-0.3786911
52,0.5039191,-1.199273,0.61412245,0.698293,0.74019265,0.70868796,0.019988127,-0.52903646
53,1.9119016,1.9373751,0.073918305,0.20532016,-0.36180022,0.31173605,0.1888774,-0.26727796
54,1.8503197,1.422608,-1.8929187,-0.6467219,-0.27020064,-1.268735,-0.43169922,-0.4838574
55,-0.4590334,-1.1995143,-0.3661008,-2.404806,-0.40732065,0.07320419,0.01929148,-0.697507
56,0.32754236,-1.1833128,0.21640798,0.55498517,0.07624265,-1.120073,-1.3021563,-1.1214443
57,0.35890642,1.1680443,0.45042202,-1.7442645,1.7065297,-0.9181531,0.2948117,-1.1331959
58,1.8503213,1.422608,-1.8929187,-0.64672196,-0.27020058,-1.2687346,-0.43169937,-0.48385748
59,0.2426204,-1.8470606,0.18328032,-2.7134314,-0.27006426,1.515516,-0.2080183,-1.2500185
60,-0.4590337,-1.1995144,-0.3661006,-2.404806,-0.40732083,0.07320434,0.01929148,-0.697507
61,-0.114809185,-0.913176,0.60787445,-0.2699464,0.3214667,-0.029787386,-0.08907643,-0.9523732
62,-0.6556661,-0.2952449,-1.6176608,-1.7573187,1.0366307,-0.17088032,0.5834543,-1.5925443
63,-0.14377187,-2.7012537,-0.55353385,-0.13743939,-0.022993159,0.45165253,0.5061536,0.68412733
64,2.169577,-0.4960836,-1.3105239,0.28654718,1.0630323,1.4605771,-0.7436741,-2.5266747
65,-1.2522358,-1.0924771,-0.34472218,1.1031111,0.17679746,-0.763018,0.7994662,-0.19551705
66,0.71787953,0.6707022,0.7798975,-1.6460717,-0.8014338,-1.1994944,-0.03629876,-0.2819611
67,2.1227558,2.0530584,-0.67309713,0.62518656,1.1958461,0.72607917,-0.5191394,0.31456962
68,1.2050871,1.4333379,-1.7744768,1.1745235,0.7873322,0.8519533,0.1459928,-1.1498964
69,-0.19822933,0.5787744,-3.084525,2.1345775,0.021856476,-0.82208705,0.0641185,-0.23498806
70,-1.0967878,-0.24348812,3.360767,-0.46228975,-0.78417796,-1.2987623,-0.23531851,-1.1872662
71,-1.2522358,-1.0924766,-0.3447221,1.1031114,0.17679721,-0.7630179,0.79946613,-0.19551705
72,0.7178798,0.67070216,0.7798979,-1.6460716,-0.8014335,-1.1994945,-0.03629876,-0.2819611
73,0.037786044,-3.1319444,0.89791703,0.23345846,0.2939066,-0.445859,-0.47390792,0.12879294
74,-1.2858942,-2.5129645,0.31689802,0.80261207,0.094304115,-0.18078125,1.0925732,0.43971878
75,0.81063616,1.0947106,1.52155,-1.039549,0.059941538,-1.1550206,1.5456553,-0.66702026
76,-0.75629663,0.43988284,-0.9059728,-2.7015712,-0.11540813,0.4691098,-0.3862695,0.62865645
77,-1.4007089,-0.89183944,-0.80886966,2.06884,0.06295758,-0.614301,1.1540588,-0.5426897
78,2.3550713,2.8854322,-0.6332216,0.5333833,-0.6697757,-0.25260624,0.9717979,0.09349117
79,0.9585557,0.6899719,-0.45668307,-1.0184906,0.722663,1.0593154,-0.17961907,-1.0428376
80,0.9071902,1.798934,-1.0347369,0.84711707,-0.2521724,-0.16963738,-0.6543951,-0.63067126
81,2.0263944,2.9365509,0.45892608,0.08849628,0.08589227,0.4116947,-1.0667887,1.7469754
82,1.9753106,2.9201715,0.4876625,0.021184437,-0.00346924,0.3946397,-1.0428478,1.8950315
83,2.6941574,2.271489,-1.1072935,0.48120174,0.24247453,0.68017197,-0.20344453,-0.43372497
84,2.0263937,2.9365509,0.45892605,0.088496365,0.08589211,0.41169485,-1.0667888,1.7469754
85,1.9753106,2.9201722,0.48766237,0.021184396,-0.003469352,0.39463964,-1.0428475,1.8950311
86,2.090196,2.9408545,0.64049023,0.32239333,0.19634357,0.30730137,-1.1248827,1.6915962
87,2.4300392,2.1091795,-0.9752976,1.0449905,1.1296178,0.89270204,-0.9603876,0.035125554
88,0.5397082,-2.770687,0.09748286,0.6987547,0.4874359,0.7197602,-0.7922272,0.025990674
89,0.58984125,-2.7788978,0.16468062,0.8062775,0.50566673,0.59720165,-0.72714335,-0.06238331
90,0.859671,-1.5909445,0.688675,0.9797487,0.51916975,0.4973189,-0.712984,-1.0127174
91,2.988853,2.7115228,-0.5918401,0.17842513,0.13523923,1.0623091,-0.3484048,-0.966572
92,1.6106589,2.900897,0.059898265,-0.08126253,-0.33374766,-1.0342855,-0.3687068,2.7506506
93,0.0018770148,-2.1375268,3.2963572,-0.8452194,-0.85034704,-0.09316407,-0.43833268,-0.7777766
94,1.6106594,2.9008975,0.05989803,-0.08126244,-0.33374748,-1.0342855,-0.36870673,2.750651
95,2.3782232,3.1690457,0.34371647,-0.22112429,0.38993365,0.527063,-0.11011805,-0.15162149
96,1.7968972,1.3703988,-1.365047,1.0380912,0.030362958,-1.1280286,-1.0937077,-0.9160481
97,1.8786535,1.3770496,-2.2187,-0.31014222,-0.09650404,-0.7051209,-0.44658208,-0.42049623
98,2.7795417,3.9317515,0.4854187,-1.0695865,-0.4298556,-0.2626322,0.60824084,0.6560256
99,2.3782227,3.169046,0.34371632,-0.2211242,0.38993382,0.5270631,-0.11011792,-0.15162149
100,1.7080709,1.3152074,0.20017341,-0.9518224,-1.056979,-1.9067049,-0.10846321,-0.3077667
101,1.7968972,1.3703983,-1.365047,1.0380913,0.030362958,-1.1280286,-1.0937078,-0.91604817
102,2.5911896,3.1777892,-0.5961788,0.50627565,-0.6449679,0.18310834,0.69238734,-0.023329496
103,2.5911896,3.17779,-0.59617907,0.50627553,-0.64496773,0.18310834,0.6923872,-0.023329496
104,-0.05069577,-0.24471392,-0.66212267,0.904238,0.6847742,0.8779827,0.16371712,-0.7072731
105,2.78885,2.4530082,1.1829534,-0.14818998,2.2234674,0.13507043,-0.8855285,0.45677269
106,3.3671668,4.075614,0.016356925,0.16290566,-0.6440108,0.26451713,0.21337996,0.5035652
107,2.6132326,3.4543192,0.29891032,0.71073365,0.6249278,0.9082644,-0.42308298,0.6708071
108,0.25727487,1.7892768,-0.6793087,-1.1249464,-0.24023075,0.13684587,0.1862819,0.70324224
109,0.2572748,1.789276,-0.6793088,-1.1249465,-0.2402306,0.13684592,0.18628216,0.7032425
110,-2.7492497,-1.1205268,-3.9688041,-2.0194526,-0.7488448,-0.79681826,-1.029274,-0.69819903
111,-0.45193383,-1.6678765,-1.4020284,-0.316218,0.21601936,0.17950486,-0.3214015,0.21343243
112,-0.5713698,-2.3680053,1.4084969,0.20211606,0.12360525,-1.1353375,-0.33534646,0.073032774
113,2.6132329,3.4543195,0.29891044,0.71073365,0.62492794,0.908264,-0.42308286,0.6708071
114,2.2323115,3.4320114,0.44667765,0.5097965,0.5389448,0.7906601,-0.12372887,0.7641912
115,-0.64162135,-0.8890921,-1.9036541,-2.130174,-0.20136492,-0.26913697,0.7650271,-0.61771566
116,1.7727008,2.567087,0.93835986,-0.7429306,-0.3009091,-0.38966286,0.916299,-0.57632124
117,0.65162164,0.34055895,0.18768324,-0.32192767,0.0626904,-1.4765652,-0.7987926,-0.8980554
118,-0.06478374,0.27552816,-0.3276719,-0.8852283,0.17319717,-1.7117645,-0.77108413,-0.69493043
119,0.3611885,0.052678704,0.38629255,0.3836535,2.6834917,-0.84025365,-1.6770828,0.0062920963
120,0.998134,-1.6729106,-0.46173355,1.609786,0.7698223,0.3121557,-0.660525,-0.73306173
121,0.47497335,-0.3391433,0.22664319,-1.5865388,-0.9422785,0.7829652,0.12504764,-0.30815533
122,0.49422428,1.3135483,-2.0212882,1.5694118,-0.014869838,-0.07944205,-0.6914117,-0.12350228
123,0.44353166,-0.23167291,-0.51491845,2.272901,0.907836,0.5206536,-1.0037389,1.4439365
124,0.40632954,-0.19834092,-0.5730368,2.28232,0.9093348,0.53248966,-1.0460389,1.434971
125,-0.120118104,-1.626799,-1.3044229,-1.3788061,-1.0540986,-2.239825,0.20938042,0.6266709
126,0.49422428,1.3135486,-2.0212882,1.5694118,-0.01486968,-0.07944205,-0.6914118,-0.123502366
127,2.323971,3.2865279,-1.566828,0.8144697,0.042592168,1.2993027,-0.3044813,0.54591525
128,2.083124,2.441038,-1.664302,-0.30134454,-0.79917854,-0.4924292,0.41255462,0.14386657
129,1.8507396,1.6808131,-1.2299591,0.16071881,0.18090603,0.7174169,0.09478925,-1.0601805
130,1.6415709,2.3762376,-1.4962732,0.08716674,-0.9517859,-0.30571878,0.5154543,0.3875569
131,0.18887497,-1.2328081,2.1015413,0.37909448,-0.21811654,0.1749454,-1.3140961,-0.88054794
132,2.0199,2.5913115,0.70999587,0.45197782,0.25054416,0.038450263,-1.1190234,2.0843067
133,-0.46046865,-1.3670553,0.7967527,0.5622477,0.3651209,-0.5310986,0.32977486,-0.11127059
134,-1.6012455,-1.1732769,-0.29845658,-0.76821995,0.41300228,-1.1024922,-0.47739315,0.32068747
135,2.0199006,2.591311,0.7099959,0.45197773,0.2505445,0.038450196,-1.1190233,2.0843065
136,-0.32207468,-1.076383,1.4704919,1.1572205,-0.054568157,-0.06348065,-0.24138877,-0.62477237
137,-0.8535528,0.39362818,1.9255229,0.56309116,-1.2663221,-0.8339779,-0.41232443,-0.70068586
138,-0.59531873,-1.5454072,2.369845,0.6818603,-0.3553833,-0.42812407,0.24490854,-0.513211
139,0.44438714,-2.0164168,0.9696134,-0.42110857,0.8868146,0.14299607,-0.45675454,-0.15828818
140,1.0602651,-1.1324323,-1.394242,0.4258997,1.449067,-0.32366222,-1.0846652,-0.9957516
141,-1.411877,0.10609951,-2.0582998,-3.2275226,-0.9839112,0.33147606,-0.7017223,0.07882393
142,-1.1278074,-2.372005,-0.7465456,0.45003912,-0.3707538,-0.16053447,0.6866695,1.0603372
143,0.15514314,0.031984434,1.073112,-1.5479306,0.47116,-0.7504557,-0.21794188,-0.5854139
144,1.3969953,-0.40844128,1.23741,0.0012884648,-0.6623901,0.65866476,-1.4006461,-0.22977675
145,1.8925247,1.5527527,0.76051366,0.73150414,-0.19778094,-0.1395551,-0.8160209,0.2734209
146,0.15514335,0.0319847,1.073112,-1.5479302,0.47115982,-0.75045544,-0.217942,-0.585414
147,-0.07180136,-1.0404903,1.2991071,0.5316156,0.793608,-0.5407496,-0.6113612,-0.42395937
148,-1.0929605,1.1613585,2.1981568,1.1149293,-1.4000437,-0.91719025,2.7042227,-0.19239902
149,2.8553863,3.5974107,0.6256234,-0.5859753,0.639553,0.1976616,-0.019697238,0.16453955
150,2.8553855,3.5974107,0.6256231,-0.5859752,0.6395529,0.19766186,-0.019697238,0.1645395
151,-0.21462739,-3.005988,-1.1079714,0.0063080983,0.27548465,0.78970146,-0.46818614,0.1737266
152,-0.47327438,-3.249089,-3.0219078,-1.0302503,0.08172073,1.2810864,-1.0196131,-0.28349024
153,-0.47327456,-3.249089,-3.0219078,-1.0302508,0.08172098,1.2810867,-1.0196129,-0.28349024
154,-0.2146268,-3.005986,-1.1079719,0.006308141,0.27548438,0.7897017,-0.46818626,0.17372642
155,2.4732432,2.3210948,0.69532126,-0.75466245,-0.023913497,-1.1722441,0.009039517,1.9278966
156,-1.1314782,-1.131233,-0.44880557,-1.6199927,0.07275292,-0.76592743,-0.26219958,0.60998905
157,2.855385,3.5974116,0.62562335,-0.5859751,0.63955295,0.19766168,-0.019697238,0.16453955
158,2.511126,2.4457204,-0.6596317,0.59325004,0.3498293,0.6426892,-0.11941851,-0.1959332
159,2.5755296,2.2276237,-0.42894125,0.68931234,0.1346704,0.5843602,-0.2458487,-0.35287225
160,0.42525572,2.8378153,1.070404,0.9022987,-0.650125,0.6712344,-0.55819124,-0.09386009
161,-0.31606096,-3.273234,0.1679618,-1.4726355,-0.66235536,1.699616,0.3335348,0.2594118
162,0.43272793,1.7409538,0.6736966,-0.8561913,-0.30745682,-0.34216672,0.86878765,-0.25917763
163,0.9407346,0.328345,4.049317,-1.752246,-3.1478033,0.072911836,-1.4872429,-0.19786252
164,0.06288228,-2.4933028,1.7603683,0.4842363,1.514737,0.8992756,0.3048877,0.7982761
165,-0.48109806,-1.4932016,2.381437,0.10360539,-0.15142131,-0.83519804,-0.90829104,-0.09853802
166,-0.3730857,-2.6379106,1.9057282,-1.828506,-0.6494602,0.8343063,-0.1656428,0.38461688
167,0.43490556,-1.9358022,-0.2617204,0.27506036,0.34659895,-0.8291075,-1.1584741,0.7735666
168,1.6767061,-0.9120782,0.5032506,-0.007915181,-0.24931388,0.43679422,-1.4409081,0.1907715
169,0.07173149,-2.8906178,2.3073287,-0.8766609,-0.02476006,0.105174184,0.23701552,1.2555233
170,2.0698965,1.6419871,-1.9648811,-0.29075173,0.07271989,-0.5356611,-0.4648646,-0.10134401
171,-1.0810765,-0.7141503,-1.3375564,-4.084429,0.07724276,0.8979482,-0.30723304,-0.5606406
172,0.9614407,0.96280074,-0.7376317,0.96159613,0.5219091,0.13985907,1.0428448,-0.35472268
173,0.8336959,1.0280464,-0.96474797,0.6050979,0.51307094,0.47776607,0.9500719,-0.18800986
174,1.4382255,0.41567308,-0.5959343,-0.6665879,1.2197329,1.4340264,-0.42695946,-2.203137
175,3.7357433,3.839871,0.08462539,-1.20649,-0.7247013,-0.73726857,1.1832784,0.8552856
176,2.6588755,3.0294757,-0.7930379,1.1063079,0.032730203,0.7589455,-0.025798883,0.08222236
177,2.6066816,3.1041763,0.08921213,1.7223018,0.52229446,0.8810107,-0.10036857,0.7582923
178,2.743334,3.1679478,0.05764251,1.7083284,0.550974,1.0058585,-0.103777125,0.77282727
179,1.4231768,1.3514763,-0.07790935,1.0237714,0.29098815,0.38982078,0.6161275,0.38585597
180,0.10536952,-1.1998266,-1.0127529,-0.33456716,0.45219892,0.4196187,0.25778505,-0.33696067
181,-0.80328876,-2.918718,-0.16795623,-0.10901447,-0.7969076,1.8608321,0.54969865,1.293521
182,1.9701452,1.9107051,-0.8258421,0.154077,0.6966282,0.7860854,0.25200844,-0.5790265
183,2.0195777,1.9741727,-0.73051536,0.1696221,0.7935691,0.87263274,0.28841352,-0.62508965
184,3.735744,3.839871,0.0846253,-1.2064899,-0.7247012,-0.7372683,1.1832788,0.8552856
185,0.9729501,-1.1748163,1.0607073,-1.0427127,-0.5520013,0.051323805,-0.024693504,0.68171567
186,0.10321859,-0.0336988,-0.61911714,0.3355271,0.49191934,-1.5956815,-0.8321677,-0.3827959
187,1.3442159,2.771028,0.44789392,-1.4176146,6.1874704,0.17124088,-1.2637957,0.021048227
188,1.3701106,2.7486727,0.45131427,-1.3671148,6.1354804,0.20717826,-1.3481809,0.050507
189,1.4294907,2.7479541,0.4535921,-1.4351348,6.0944495,0.16756646,-1.3455714,-0.03508784
190,1.8767437,1.8804244,-0.93934584,-0.09572855,0.69857174,0.7257885,-0.123636544,-1.0548187
191,2.2569807,2.7649698,-0.7578879,-0.659984,-0.007829482,0.75081736,0.3623904,-0.79221237
192,1.876744,1.880425,-0.93934596,-0.095728435,0.69857156,0.7257887,-0.12363666,-1.054819
193,2.5466516,2.9613514,-1.1942703,-0.32784376,-0.38134176,0.30538628,0.5480003,-0.3163216
194,2.25698,2.7649696,-0.75788784,-0.659984,-0.0078292405,0.75081694,0.36239028,-0.79221225
195,1.9968278,3.001292,-1.4796021,-0.64595205,-0.1865575,1.8524163,-0.26145744,0.3396123
196,0.5018653,-0.16755438,-0.97878194,0.6441696,-1.35856,-0.0908337,0.23467205,0.8410676
197,-0.5310649,-0.94314,-0.8262287,0.056708347,1.3436247,-0.47658637,-0.15804958,0.17837882
198,1.8804946,1.981945,-0.120527245,0.14673056,-0.0054302085,-0.88375956,-0.560267,1.1034119
199,1.2941473,0.5626529,-0.05242953,-0.6380271,-0.2011686,-1.2854158,-0.68461466,-0.6206856
200,-0.13389127,2.1842265,4.9869175,1.3577774,-2.4365015,0.7149675,-2.055115,2.1485503
201,-1.6658511,-1.0083306,-0.73099875,-0.53324205,-1.1491523,0.85440177,1.4154378,0.42772275
202,-0.31488243,-0.11207218,-0.90180624,0.69861877,0.7652559,0.4302501,1.6618975,-0.20910978
203,-0.09204463,-1.3208978,-1.0963712,-1.5584347,-0.7478101,-2.0624502,-0.05721213,0.43280083
204,-0.5253831,-1.4804533,0.11709548,1.4424694,0.53539914,-0.5848609,0.38840818,0.11321074
205,1.2941473,0.562653,-0.052429713,-0.63802725,-0.20116864,-1.2854158,-0.6846147,-0.6206855
206,0.25401384,-0.37754455,-0.8905414,0.28983495,0.16903728,-2.0656297,-0.9311988,-0.78314495
207,-0.4437901,-2.0401387,-0.7655491,0.022311158,0.4242745,-0.25265175,-0.38779178,-0.39605185
208,1.5988982,0.79362345,-2.1349714,-0.47048986,0.3338954,-0.5328418,-0.46920636,-0.38249177
209,1.4554797,-0.19913483,1.1604292,-0.31643972,-0.38490334,0.8361856,-1.1190327,-0.37544242
210,1.5988997,0.7936242,-2.1349719,-0.47048977,0.33389497,-0.53284144,-0.46920627,-0.3824919
211,2.5251274,2.0317128,-2.5086243,-0.52326006,-0.5716648,-0.7176858,0.09232622,0.09274561
212,1.4677184,-0.2920237,1.1769855,-0.2646107,-0.38756397,0.6319607,-1.1228403,-0.4226541
213,1.4554801,-0.1991349,1.160429,-0.31643978,-0.38490358,0.83618575,-1.119033,-0.37544265
214,1.2578231,2.1280818,-0.5476963,-2.7493865,0.040468987,2.2716773,1.231939,0.23950595
215,-0.4437904,-2.0401397,-0.765549,0.022311227,0.42427465,-0.25265187,-0.38779184,-0.3960518
216,-0.11113983,-0.4964009,-1.1659492,0.3240052,0.6169457,-1.4929376,-1.0884945,-0.9755069
217,2.0480464,2.9605672,-1.0081754,-0.23362996,-1.5857095,-1.9878938,-0.3721021,0.49518135
218,0.4966189,-0.06389636,-1.8718685,1.6504802,0.598064,-0.7991878,-0.88292074,-0.6285626
219,2.8256035,2.6868067,-1.1009322,1.023427,0.13601898,1.2625232,-0.726492,-0.9394721
220,0.4966186,-0.06389596,-1.8718691,1.6504805,0.5980639,-0.79918754,-0.88292086,-0.62856245
221,2.0480468,2.9605668,-1.0081757,-0.23362993,-1.5857092,-1.9878943,-0.37210196,0.49518117
222,-0.06601307,1.2863785,-2.5460699,-3.1845362,-0.89354515,1.0117493,0.17873612,0.08158114
223,0.51663774,2.1109858,0.18245713,1.2281357,-1.0953132,0.20780927,-0.88036007,-0.25257257
224,0.86454344,2.396876,-0.08528898,1.3908194,-0.98291737,0.48652577,-1.0729023,-0.57360846
225,2.5095725,3.0469038,-0.04238381,0.07362958,0.26204893,0.35520726,-0.2215713,0.015450762
226,2.5095735,3.0469036,-0.042383835,0.07362964,0.262049,0.35520744,-0.22157155,0.015450647
227,2.5095725,3.046904,-0.04238376,0.07362952,0.26204896,0.35520723,-0.22157155,0.015450704
228,2.509572,3.0469038,-0.042383835,0.073629625,0.26204902,0.35520732,-0.22157155,0.015450704
229,1.8299296,2.7112403,-1.804196,-0.42459512,-0.40112108,1.6460769,-0.21376221,0.4375337
230,-0.0039793933,-1.4266436,0.8619456,1.5975205,0.4958372,-0.5699411,-1.6164292,1.385735
231,0.4870581,1.6141534,-2.5477107,0.3645499,-1.4598525,-1.3844388,1.0878102,0.19125319
232,2.0601394,2.8718975,-1.0589056,-0.71683085,-0.51213145,0.37552032,0.1729594,-0.9263098
233,-0.00704428,-0.19713739,1.0431799,-0.8269777,-1.3794649,-0.12836668,0.5899063,-0.42664734
234,-0.06389721,-2.230719,1.2849748,-0.22797655,0.14872018,-0.3765632,-0.5615376,0.00709561
235,1.464387,0.69391817,-1.3081572,2.033475,0.87507594,0.988202,-0.45863003,-0.85076463
236,1.3173779,2.3755944,0.28450388,-0.3210749,-0.24410765,-0.037143204,-0.87124395,1.8544036
237,0.3949756,-0.88529944,-1.3811316,2.5878549,0.4572934,0.17787926,0.9232911,-0.33644792
238,-0.16181368,-2.6995237,0.30174232,0.74649835,0.2158852,0.63772583,1.1446705,-0.07714796
239,-0.77708805,-2.6907454,-0.25540727,-0.73984545,0.23552004,-1.4653054,-0.3935835,-0.17986925
240,-0.73216903,-2.756986,-0.37681964,-0.7476899,0.27405307,-1.5326984,-0.29402503,-0.17402159
241,0.06279517,0.44131655,-3.2805207,2.558031,-0.015359758,-0.94558007,-0.020439168,-0.39367485
242,2.3714066,3.0985987,0.787611,-1.2246784,-0.3411233,0.68775916,0.89445525,-0.8712214
243,1.3173778,2.3755934,0.2845041,-0.321075,-0.24410744,-0.037143353,-0.87124395,1.8544036
244,-0.8808464,-2.7979038,-1.1271912,0.55322653,-0.04591839,-1.8376591,-0.7117569,1.1480169
245,0.11206538,0.15722749,-0.7021992,0.35517433,1.6148317,-0.43688166,-0.46754825,0.13906746
246,0.16878541,-0.07184535,-0.59165674,1.4917432,0.7256535,-0.27906528,-0.14390399,-0.40946373
247,-0.9684453,-1.4747753,-0.37888256,-1.4393133,-0.41961396,-0.7018488,-0.097883046,0.72407526
248,-0.9684455,-1.4747758,-0.3788824,-1.4393127,-0.41961393,-0.7018488,-0.097882986,0.7240754
249,-0.75960743,-2.2017813,-0.06348845,0.6995859,0.43412256,-0.52712965,-0.05473138,0.5735354
250,-1.3121318,-2.9647589,-0.08720322,-1.1032708,-0.17680202,-1.0053438,-0.770257,0.70577514
251,0.19436048,-0.523075,1.5840193e-05,0.52627856,0.16973926,-1.6780488,-0.66285205,-0.48891863
252,2.9108815,3.2700977,0.49677414,-1.3617575,-0.9172925,-0.70246154,1.1224053,1.1145785
253,0.073982626,-0.35790637,0.784547,-1.2502446,-0.94071305,-1.1648169,-0.8739621,0.7965682
254,2.6257706,3.1958463,-0.33566004,0.9796498,-0.03863896,1.1667048,-0.23607755,-0.19158621
255,-0.04682073,-1.2802985,0.23056984,0.1273022,0.92444503,0.01063757,-0.34770977,-0.20302826
256,2.9108827,3.270099,0.4967744,-1.3617584,-0.9172924,-0.7024615,1.1224053,1.1145785
257,0.49847436,1.7140555,-1.0189613,-0.43029055,0.05796436,0.06686859,0.16806738,-0.30043435
258,-0.22979197,-0.1233647,-3.5401025,-1.823982,-0.5617274,1.4203337,0.6103341,-0.17182995
259,0.49847513,1.7140566,-1.0189613,-0.43029067,0.057964038,0.06686859,0.16806719,-0.3004343
260,-0.27233192,-0.20501988,-3.6137712,-1.8826445,-0.59568214,1.3767878,0.6766332,-0.1319336
